seed,t,cum_eats,cum_danger,cum_awakenings,energy,mb_firing_rate,mb_w_self_mean,mb_to_motor_w_mean,mb_to_motor_w_max,mirror,awareness_idx,collapse,presence,self_pe
1,500,20,5,0,0.9572606251955033,0.00839,0.07969054579734802,0.04531722143292427,0.25779375433921814,0.5444204593808715,0.8571428571428571,0.6487629463477279,0.9674533150774455,0.17476271025651968
1,1000,45,9,2,0.7884704175233841,0.00913,0.07949154078960419,0.04548971354961395,0.25776171684265137,0.557182703912916,0.6428571428571429,0.5656854563535907,0.9840315329784846,0.05741917741052359
1,1500,65,12,3,0.8347821746587751,0.009089999999999999,0.07933271676301956,0.04566875845193863,0.25773608684539795,0.5851420721305023,0.9090909090909091,0.7655475411953456,0.9649160964900367,0.14020888849248114
1,2000,91,13,7,0.969703240227699,0.009025,0.07912670075893402,0.04592793062329292,0.26936542987823486,0.5983052539709757,0.6875,0.9007772255517494,0.9704968012422137,0.15286625453310834
1,2500,110,16,10,0.9896689248085023,0.008809999999999998,0.07897649705410004,0.046106480062007904,0.2693399488925934,0.583150759499988,0.75,0.8614389551568055,0.968278708141128,0.1676535799213152
1,3000,133,17,13,0.9748677188396453,0.0089,0.07879504561424255,0.046335406601428986,0.2693091034889221,0.5792755135203681,0.7777777777777778,0.8151491102601974,0.9648481702730869,0.17799145119533386
1,3500,153,28,16,0.833596244716644,0.0093,0.07863759994506836,0.04653985798358917,0.2692822813987732,0.5417491113411518,0.72,0.7380421915949856,0.9628488446738205,0.1724083948894075
1,4000,180,38,19,0.9383512634277342,0.009035,0.07842554152011871,0.046860624104738235,0.28835123777389526,0.590390334925774,0.8181818181818182,0.6093396787052514,0.9689634626276948,0.06996069267502178
1,4500,208,38,21,0.9502602834701537,0.009630000000000001,0.07820624113082886,0.0472160167992115,0.3283105492591858,0.5918378521505964,0.0,0.7930459257686306,0.9670930584411781,0.13648975842255862
1,5000,239,38,23,0.9940994709730149,0.009264999999999999,0.07796414941549301,0.047649335116147995,0.32825973629951477,0.5653975034245032,0.7586206896551724,0.9012117418274845,0.9628656165526266,0.24833241613245585
1,5500,261,40,27,0.9659903123140335,0.009655,0.07779280841350555,0.04796776548027992,0.32822367548942566,0.5876080450420844,0.75,0.8671376643138949,0.9619258902917943,0.1180039225006245
1,6000,293,44,29,0.9955625556230545,0.00902,0.07754424214363098,0.04848645254969597,0.3425475060939789,0.5855929691132583,0.8181818181818182,0.8111938232179181,0.9642482067987651,0.10976616838763797
1,6500,319,44,32,0.9837647125720979,0.009715,0.07734287530183792,0.0489160418510437,0.38250112533569336,0.5867881661433866,1.0,0.7216380207351238,0.9696184632003662,0.20774850054203295
1,7000,335,44,36,1.0,0.009774999999999999,0.07721921801567078,0.04921092465519905,0.38247060775756836,0.584305652015981,0.7777777777777778,0.5730934333957483,0.9625533409694599,0.13049242723965854
1,7500,373,47,38,0.783605436110496,0.010295,0.0769263207912445,0.04995560646057129,0.42504510283470154,0.5713045244263809,0.9666666666666667,0.7905633350710817,0.9664141470759783,0.19239245122379997
1,8000,401,50,41,0.9813109477758407,0.009920000000000002,0.07671121507883072,0.05054154619574547,0.4249858558177948,0.4852707950469082,0.8235294117647058,0.8943769290759663,0.967017768353081,0.13772609359948845
1,8500,425,51,41,0.9955664644241333,0.01006,0.07652731239795685,0.0510704480111599,0.42493507266044617,0.5482455669353367,0.64,0.8570638027761286,0.9617749320930009,0.08304201902288326
1,9000,452,57,43,0.9940955717563628,0.009240000000000002,0.07632095366716385,0.05167397856712341,0.43507814407348633,0.5625426713909398,0.9375,0.8196958381954985,0.967795692089521,0.19406754179790386
1,9500,477,57,46,0.9557660123586655,0.01032,0.07613037526607513,0.052259329706430435,0.4350237548351288,0.5691054376869312,0.7272727272727273,0.7043683328715887,0.9673332858605532,0.1673028365187014
1,10000,507,57,51,0.7123453012228012,0.009795,0.07590232789516449,0.053002502769231796,0.46476051211357117,0.6031092616846223,0.9130434782608695,0.6140384340994028,0.9789841197020954,0.04359257678233005
1,10500,550,60,53,0.851735425782204,0.009949999999999999,0.07557662576436996,0.054121293127536774,0.4760063886642456,0.5849634265182129,0.8064516129032258,0.7921278594363702,0.9675993860448087,0.13963321289646055
1,11000,576,65,56,0.9739604760646821,0.01016,0.07538037747144699,0.05485401675105095,0.5006632804870605,0.5629179675843384,0.9705882352941176,0.8889353673692255,0.9715229493215104,0.20510979997070486
1,11500,595,66,60,0.989660634636879,0.010689999999999998,0.07523727416992188,0.05538363382220268,0.5006157159805298,0.5638304068352202,0.967741935483871,0.8589298911881542,0.9510172245907285,0.15420211305921658
1,12000,618,66,64,0.9571859248161314,0.011434999999999999,0.07506442815065384,0.05605417117476463,0.5005581378936768,0.5726833480590761,0.9423076923076923,0.8143558538229624,0.9680881935842687,0.17302198161908572
1,12500,649,70,67,0.9985239427566528,0.010079999999999999,0.07483207434415817,0.0569615438580513,0.5004805326461792,0.5387716813118159,1.0,0.7369481416282595,0.9670792690720803,0.1260655180450473
1,13000,662,70,70,0.6908838496685026,0.011665,0.07473484426736832,0.057364389300346375,0.5004479885101318,0.5711670086478561,0.875,0.5714291121541968,0.9680292115477829,0.10892513262250633
1,13500,681,78,70,0.809358722758293,0.010615,0.0745929703116417,0.05794963613152504,0.5017638206481934,0.549198391747538,0.9210526315789473,0.7753933491751772,0.9548784599316589,0.1674077998615993
1,14000,715,78,70,0.9556562060832977,0.011365,0.07433976978063583,0.05904778465628624,0.5442671775817871,0.5237831865527658,0.875,0.9065487884604829,0.9660147348398215,0.11099545288685764
1,14500,740,78,70,1.0,0.011155,0.07416155189275742,0.059803642332553864,0.5442013740539551,0.5224510035660334,0.9666666666666667,0.8605707468763336,0.96918160468215,0.21033741879712378
1,15000,755,78,72,0.9853071622133255,0.011575000000000002,0.07404298335313797,0.06031887233257294,0.5815747380256653,0.5502482196273584,0.8372093023255814,0.8033978895611382,0.9650444091748019,0.24339495978643147
1,15500,773,78,76,0.923334716844559,0.010315,0.07390981912612915,0.060908928513526917,0.5815221667289734,0.5705779672293125,0.8181818181818182,0.7405409492462719,0.9655588007829642,0.14516224034150746
1,16000,785,79,78,0.6548710661411288,0.01076,0.07382117211818695,0.06132975220680237,0.5814871191978455,0.5372738280913535,0.8695652173913043,0.5707157621285855,0.9672269625873136,0.11157373273553818
1,16500,822,80,78,0.9676609382152558,0.011625,0.07354852557182312,0.06259710341691971,0.6200026869773865,0.5350629778754081,0.6571428571428571,0.7926083514879747,0.9664665820488941,0.10436466849739873
1,17000,858,80,79,0.9527026359796525,0.01085,0.07328423112630844,0.0638338029384613,0.6873980164527893,0.5530813914482476,0.8571428571428571,0.9040367297998425,0.9667710890033924,0.18424330904257727
1,17500,890,80,80,0.9822250010013581,0.01196,0.07305008172988892,0.06502111256122589,0.7272843718528748,0.5580511607440141,0.6666666666666666,0.8657589217015441,0.9648998709021718,0.12951848333432903
1,18000,912,80,84,0.9896424721479415,0.012060000000000001,0.072889544069767,0.06581190973520279,0.7272043824195862,0.5629293919906175,0.8823529411764706,0.8283019844623625,0.9664861711598205,0.11725077277657525
1,18500,934,80,86,0.9985262302160263,0.010575000000000001,0.07272935658693314,0.06660270690917969,0.8471185564994812,0.5695823872137037,0.9333333333333333,0.7244930077028309,0.9663155796475633,0.23016174640891135
1,19000,953,81,89,0.9059594732046127,0.012685,0.07259130477905273,0.06733337789773941,0.8470381498336792,0.5763150645008799,0.8666666666666667,0.5773829416839452,0.9649786458323423,0.15987279918204464
1,19500,991,81,93,0.8547816773653033,0.011474999999999999,0.07231596112251282,0.06882846355438232,0.8868762850761414,0.5822946387117309,0.9047619047619048,0.8162685468724094,0.9639258252971699,0.1061863544869598
1,20000,1012,82,96,0.9719678614377975,0.01088,0.07216425985097885,0.06961444765329361,0.9267820119857788,0.612265420521905,0.8,0.888652091399345,0.9660390249674491,0.2873963348201739
1,20500,1041,82,100,0.9955735795736312,0.012515000000000002,0.07195527106523514,0.0707479864358902,0.9266471862792969,0.5972254464513972,0.7142857142857143,0.8633831515911612,0.9665175627371447,0.12030065773862775
1,21000,1061,82,102,1.0,0.01112,0.07181868702173233,0.07151532173156738,1.0065556764602661,0.5746377274442098,0.8823529411764706,0.8096184490437797,0.9651123244728201,0.24734164304091935
1,21500,1079,85,103,1.0,0.011345000000000001,0.07168235629796982,0.07225080579519272,1.0864521265029907,0.5791653994799317,0.8235294117647058,0.707210316873025,0.9633716374391306,0.23770264342820485
1,22000,1091,86,106,0.742866852259636,0.011115,0.07159639149904251,0.07278204709291458,1.0863863229751587,0.5666522248849071,0.875,0.5427430916328901,0.9767884117608101,0.12741877509342947
1,22500,1118,86,108,0.8583245056867601,0.011640000000000001,0.07140333950519562,0.07387398928403854,1.1262357234954834,0.568253360106663,0.5714285714285714,0.7927431111012878,0.9634764411575709,0.07418308694290898
1,23000,1145,93,111,0.977892737841606,0.012865000000000001,0.0712108165025711,0.07499413192272186,1.166082501411438,0.5785836420096874,0.875,0.8995005013882904,0.9673462851628578,0.286720613244709
1,23500,1157,98,115,1.0,0.012575,0.07113252580165863,0.07548102736473083,1.2460157871246338,0.5787691146970307,0.9375,0.8460881406780079,0.9769133497347091,0.17624674189995443
