condition,lesion,seed,steps,total_eats,eat_rate_pct,total_danger,danger_rate_pct,deaths,total_shelter,total_sleep_steps,awakenings,final_mirror,final_awareness_idx,final_continuity,final_presence,final_collapse_index,final_closure_depth,ms_per_step,elapsed_s
no-spatial-map,spatial_map,2,5000,322,6.4399999999999995,39,0.7799999999999999,0,44,1208,15,0.5523221760353878,0.8,0.9998598098754883,0.967225899849235,0.9003801167649044,2,7.914499759674072,39.57249879837036
no-spatial-map,spatial_map,5,5000,318,6.36,76,1.52,0,9,1208,25,0.5764524531908779,0.88,0.9997674226760864,0.9663630672003023,0.8986624246891275,3,7.966191673278809,39.83095836639404
no-spatial-map,spatial_map,6,5000,361,7.22,84,1.68,0,24,1208,22,0.5837831602811138,0.9111111111111111,0.9997966885566711,0.9620117427033658,0.9125084478272241,3,8.279783725738525,41.39891862869263
no-spatial-map,spatial_map,8,5000,295,5.8999999999999995,74,1.48,0,12,1208,23,0.578209313772444,0.9411764705882353,0.9990822076797485,0.9635814567508626,0.8979922694221325,1,7.806731224060059,39.03365612030029
no-spatial-map,spatial_map,7,5000,330,6.6000000000000005,47,0.9400000000000001,0,16,1208,21,0.567560243019457,0.8181818181818182,0.9995620250701904,0.9675977839182116,0.8816815582006687,3,7.998549270629883,39.992746353149414
no-spatial-map,spatial_map,9,5000,327,6.54,60,1.2,0,38,1208,20,0.5891467211846757,0.8518518518518519,0.999437004327774,0.9479996700689742,0.9024205943916042,3,7.984986305236816,39.92493152618408
no-spatial-map,spatial_map,11,5000,309,6.18,48,0.96,0,35,1208,12,0.5365568555710417,0.9473684210526315,0.9998058378696442,0.9546506473012142,0.9001785212740427,3,7.84560604095459,39.22803020477295
no-spatial-map,spatial_map,10,5000,338,6.76,74,1.48,0,27,1208,20,0.5656368217028558,0.75,0.9988129734992981,0.9627529110713839,0.90325333367292,2,8.112432765960694,40.56216382980347
no-spatial-map,spatial_map,12,5000,323,6.460000000000001,68,1.3599999999999999,0,10,1208,24,0.6044802480871956,0.8095238095238095,0.9997982084751129,0.9630171740526202,0.9008594332465176,3,8.076584672927856,40.38292336463928
no-spatial-map,spatial_map,13,5000,287,5.74,87,1.7399999999999998,0,27,1208,24,0.5873548243805967,0.7777777777777778,0.9994629323482513,0.9629170640488851,0.8964716567018401,3,7.676487779617309,38.38243889808655
no-spatial-map,spatial_map,15,5000,270,5.4,86,1.72,0,9,1208,20,0.5731693357059142,0.8571428571428571,0.9995442032814026,0.9708595143382747,0.8797706994602719,2,7.696797227859497,38.483986139297485
no-spatial-map,spatial_map,14,5000,310,6.2,79,1.58,0,34,1208,24,0.5803919004582836,0.8695652173913043,0.9998461604118347,0.9670072012225219,0.8974069377826184,3,7.817198133468628,39.08599066734314
no-spatial-map,spatial_map,16,5000,297,5.94,78,1.5599999999999998,0,15,1208,19,0.5702335767048627,0.972972972972973,0.9998392462730408,0.9672212683284481,0.9068934411040852,3,7.783413934707641,38.91706967353821
no-spatial-map,spatial_map,17,5000,304,6.08,101,2.02,0,11,1208,19,0.5734898312998824,0.9166666666666666,0.999729186296463,0.9617684439897974,0.8880693346786215,3,7.8098146438598635,39.049073219299316
no-spatial-map,spatial_map,18,5000,301,6.02,83,1.66,0,5,1208,14,0.6101569515929192,0.9666666666666667,0.998036801815033,0.9706262270122314,0.9133044575886813,2,7.910993766784668,39.55496883392334
no-spatial-map,spatial_map,19,5000,304,6.08,66,1.32,0,13,1208,16,0.5950383642526553,0.9777777777777777,0.9994267523288727,0.9620097294648479,0.9047345859684837,3,7.939726972579956,39.69863486289978
no-spatial-map,spatial_map,20,5000,278,5.56,85,1.7000000000000002,0,31,1208,19,0.6133166386499891,0.8055555555555556,0.9999362826347351,0.9637470096506462,0.8949702564802999,1,7.766980123519898,38.83490061759949
no-spatial-map,spatial_map,21,5000,314,6.279999999999999,62,1.24,0,22,1208,23,0.5806830262354579,0.5882352941176471,0.9996797442436218,0.9640215995707557,0.8896148637792406,3,7.932807779312133,39.66403889656067
no-spatial-map,spatial_map,22,5000,321,6.419999999999999,68,1.3599999999999999,0,44,1208,18,0.591632636208498,0.7333333333333333,0.9997379779815674,0.9729353007565891,0.9096232110501749,3,7.944828987121582,39.72414493560791
no-spatial-map,spatial_map,26,5000,299,5.9799999999999995,39,0.7799999999999999,0,26,1208,20,0.5621326364353393,0.0,0.999660313129425,0.9677430599280176,0.899784924645073,2,7.753086280822754,38.76543140411377
no-spatial-map,spatial_map,25,5000,301,6.02,71,1.4200000000000002,0,21,1208,25,0.5715014637776253,0.9333333333333333,0.9980367422103882,0.9629368560540444,0.8992889970343358,1,7.853667688369751,39.268338441848755
no-spatial-map,spatial_map,23,5000,313,6.260000000000001,54,1.08,0,3,1208,25,0.6082115070627938,0.5909090909090909,0.9994159042835236,0.9658961789556775,0.9086704743381567,1,7.982503986358642,39.91251993179321
no-spatial-map,spatial_map,27,5000,303,6.0600000000000005,68,1.3599999999999999,0,20,1208,5,0.5481440938605573,1.0,0.9999697506427765,0.9638084088915067,0.9035358214424023,3,7.858741903305054,39.29370951652527
no-spatial-map,spatial_map,24,5000,332,6.64,57,1.1400000000000001,0,11,1208,13,0.6188622374707551,0.8529411764705882,0.9995411932468414,0.9667190488998008,0.9004267993686228,3,8.19827060699463,40.991353034973145
no-spatial-map,spatial_map,28,5000,309,6.18,53,1.06,0,31,1208,16,0.5637420524326091,1.0,0.9997534453868866,0.9679225573175669,0.8972877014836421,3,7.93040132522583,39.65200662612915
no-spatial-map,spatial_map,29,5000,311,6.22,51,1.02,0,30,1208,20,0.5620408344380368,0.8695652173913043,0.9988062679767609,0.9642995235246773,0.9018966239188525,1,7.935839653015137,39.679198265075684
no-spatial-map,spatial_map,30,5000,330,6.6000000000000005,70,1.4000000000000001,0,66,1208,21,0.6067184738132831,1.0,0.9998970031738281,0.9708477887557083,0.9116347742022017,3,7.9816155433654785,39.90807771682739
no-behavioral-modes,behavioral_modes,1,5000,199,3.9800000000000004,38,0.76,0,20,1208,11,0.5935507248442897,0.43478260869565216,0.9995923340320587,0.9655413948467574,0.9020998349619005,1,7.098348808288574,35.49174404144287
no-behavioral-modes,behavioral_modes,2,5000,212,4.24,37,0.74,0,35,1208,16,0.5660137876655583,0.6551724137931034,0.9995218217372894,0.962728291060162,0.9085686186825837,2,7.1981165409088135,35.99058270454407
no-behavioral-modes,behavioral_modes,4,5000,193,3.8600000000000003,36,0.72,0,19,1208,25,0.5748738295522231,0.0,0.9997755587100983,0.9777585353878206,0.9086919304983849,3,7.021866798400879,35.109333992004395
no-behavioral-modes,behavioral_modes,3,5000,217,4.34,39,0.7799999999999999,0,18,1208,18,0.5723746043529083,0.3333333333333333,0.9999549984931946,0.967199857236483,0.8744821639831966,3,7.203518533706665,36.017592668533325
no-behavioral-modes,behavioral_modes,8,5000,171,3.42,48,0.96,0,24,1208,19,0.4708865957094419,0.9444444444444444,0.9993098676204681,0.999999996404556,0.5609890494417913,3,6.944115018844604,34.72057509422302
no-behavioral-modes,behavioral_modes,5,5000,207,4.14,42,0.84,0,39,1208,25,0.5892851355811539,1.0,0.9999717473983765,0.9622283863781562,0.8812199401075705,3,7.176839113235474,35.88419556617737
no-behavioral-modes,behavioral_modes,6,5000,208,4.16,40,0.8,0,38,1208,14,0.5680674582547713,0.8409090909090909,0.9979625642299652,0.9640415494391075,0.9020235083362995,1,7.172311544418335,35.861557722091675
no-behavioral-modes,behavioral_modes,7,5000,206,4.12,36,0.72,0,34,1208,14,0.5746863043096673,0.5581395348837209,0.9985977113246918,0.961262173491003,0.898677191629041,3,7.15922179222107,35.79610896110535
no-behavioral-modes,behavioral_modes,9,5000,195,3.9,34,0.6799999999999999,0,26,1208,20,0.6115262155940109,0.5925925925925926,0.9995591044425964,0.9623952091323185,0.9074889409482441,3,7.110783052444458,35.55391526222229
no-behavioral-modes,behavioral_modes,10,5000,210,4.2,37,0.74,0,28,1208,13,0.584771753315791,0.43478260869565216,0.9988721609115601,0.9660613595201919,0.9071354257387314,2,7.194567584991455,35.972837924957275
no-behavioral-modes,behavioral_modes,11,5000,203,4.06,40,0.8,0,29,1208,18,0.5449053287420228,0.55,0.9986201822757721,0.9651197409736796,0.869625379256561,3,7.161839723587036,35.80919861793518
no-behavioral-modes,behavioral_modes,12,5000,206,4.12,38,0.76,0,17,1208,22,0.5734278439247906,0.52,0.9999383687973022,0.97039492322641,0.8880822225799424,3,7.237233972549438,36.18616986274719
no-behavioral-modes,behavioral_modes,13,5000,190,3.8,51,1.02,0,22,1208,23,0.581728255763645,0.7931034482758621,0.9999215006828308,0.971648597487478,0.9149998569577176,1,7.300278520584106,36.50139260292053
no-behavioral-modes,behavioral_modes,14,5000,198,3.9600000000000004,31,0.62,0,26,1208,26,0.5610227410569721,0.7169811320754716,0.9997513890266418,0.9656103946532957,0.918338362290442,3,7.361525583267212,36.80762791633606
no-behavioral-modes,behavioral_modes,16,5000,207,4.14,45,0.8999999999999999,0,23,1208,19,0.5721844532675312,0.64,0.9998181462287903,0.9685020230638357,0.8915661741423128,3,7.421537780761719,37.107688903808594
no-behavioral-modes,behavioral_modes,15,5000,232,4.64,37,0.74,0,12,1208,16,0.5585305091333336,0.7083333333333334,0.9995482563972473,0.9717222896898439,0.8992676889087582,1,7.607452630996704,38.03726315498352
no-behavioral-modes,behavioral_modes,18,5000,194,3.88,45,0.8999999999999999,0,23,1208,20,0.6076919087794164,0.5277777777777778,0.9983077943325043,0.9638839433866905,0.8985436662060329,2,7.375300931930542,36.87650465965271
no-behavioral-modes,behavioral_modes,19,5000,209,4.18,45,0.8999999999999999,0,20,1208,15,0.6087793357823129,0.6842105263157895,0.9993745982646942,0.9673452642109707,0.9061925889209251,3,7.537039804458618,37.68519902229309
no-behavioral-modes,behavioral_modes,17,5000,239,4.78,45,0.8999999999999999,0,30,1208,9,0.5766159125268182,0.3333333333333333,0.9989531338214874,0.9620956699237699,0.8974637373135949,3,7.662453126907349,38.31226563453674
no-behavioral-modes,behavioral_modes,21,5000,219,4.38,43,0.86,0,11,1208,15,0.5517943146982001,0.96875,0.9964579641819,0.9639361657523938,0.878353281355892,2,7.553027963638305,37.76513981819153
no-behavioral-modes,behavioral_modes,22,5000,212,4.24,38,0.76,0,46,1208,19,0.5833543533838721,0.75,0.9988092184066772,0.9743998405855594,0.9100851270894204,2,7.462111330032348,37.31055665016174
no-behavioral-modes,behavioral_modes,20,5000,249,4.9799999999999995,35,0.7000000000000001,0,29,1208,10,0.6134792495031276,0.64,0.9996181428432465,0.9726852988594521,0.9101368786441284,3,7.765859746932984,38.82929873466492
no-behavioral-modes,behavioral_modes,23,5000,208,4.16,33,0.66,0,14,1208,18,0.5870208303217297,0.5909090909090909,0.9994414448738098,0.9664521354648282,0.901875339782681,3,7.48645806312561,37.43229031562805
no-behavioral-modes,behavioral_modes,24,5000,221,4.42,38,0.76,0,25,1208,26,0.5792043523252425,0.6666666666666666,0.9995721578598022,0.9648016006500945,0.9052783055108697,3,7.616643857955933,38.08321928977966
no-behavioral-modes,behavioral_modes,25,5000,232,4.64,55,1.0999999999999999,0,17,1208,14,0.5735938211871926,0.5,0.9999406635761261,0.9667433171821753,0.9074065865722795,2,6.993558502197265,34.96779251098633
no-behavioral-modes,behavioral_modes,26,5000,216,4.32,35,0.7000000000000001,0,20,1208,20,0.6214395311607407,0.78125,0.9986208379268646,0.969569960809608,0.9241972574412536,3,6.85277738571167,34.26388692855835
no-behavioral-modes,behavioral_modes,27,5000,194,3.88,36,0.72,0,47,1208,12,0.5127277792180645,0.4117647058823529,0.9979255199432373,0.9717466995665001,0.8765571530129616,3,6.866471910476685,34.33235955238342
no-behavioral-modes,behavioral_modes,28,5000,211,4.22,38,0.76,0,34,1208,21,0.5673819781278896,0.5483870967741935,0.9974062442779541,0.9631814939018585,0.9091555877379358,2,6.856160974502563,34.28080487251282
no-behavioral-modes,behavioral_modes,29,5000,201,4.02,32,0.64,0,54,1208,16,0.5670436676917566,0.7391304347826086,0.999737560749054,0.9649765733400185,0.9040207932430938,3,6.798445224761963,33.992226123809814
no-behavioral-modes,behavioral_modes,30,5000,224,4.4799999999999995,44,0.88,0,32,1208,17,0.5544972300487143,0.8,0.9992296099662781,0.969825435342108,0.9185341248255361,2,6.923108291625977,34.61554145812988
no-sleep,sleep,2,5000,223,4.46,43,0.86,0,36,0,20,0.5250831228999135,0.9285714285714286,0.9999530911445618,0.9619139472704296,0.9383910153820525,1,6.808521032333374,34.04260516166687
no-sleep,sleep,3,5000,220,4.3999999999999995,39,0.7799999999999999,0,18,0,30,0.5979157838364242,0.825,0.9999350309371948,0.9635468825078054,0.928648477295656,2,6.796879720687866,33.98439860343933
no-sleep,sleep,1,5000,232,4.64,42,0.84,0,14,0,22,0.4932862166762243,0.9117647058823529,0.9999075531959534,0.9632534626914422,0.9320768538325013,1,6.974132394790649,34.87066197395325
no-sleep,sleep,4,5000,222,4.44,40,0.8,0,16,0,29,0.5885516172395954,0.9487179487179487,0.9997625648975372,0.967990543894726,0.9220149222412992,3,6.838417482376099,34.19208741188049
no-sleep,sleep,5,5000,242,4.84,50,1.0,0,25,0,23,0.5331670429516631,0.6428571428571429,0.999668151140213,0.9634402034580574,0.9074551257697784,2,6.983011627197266,34.91505813598633
no-sleep,sleep,6,5000,245,4.9,34,0.6799999999999999,0,45,0,24,0.517545919359986,0.9130434782608695,0.9993724226951599,0.9645094627319605,0.939808575094342,2,6.948654651641846,34.74327325820923
no-sleep,sleep,7,5000,233,4.66,35,0.7000000000000001,0,39,0,20,0.5142265890996717,0.9215686274509803,0.9996538162231445,0.9656856430037993,0.8936964253032736,3,6.630622386932373,33.153111934661865
no-sleep,sleep,8,5000,240,4.8,40,0.8,0,51,0,24,0.5959059924254189,0.9130434782608695,0.9992413818836212,0.9674545925124137,0.9332333300566391,3,6.682213163375854,33.41106581687927
no-sleep,sleep,9,5000,224,4.4799999999999995,33,0.66,0,37,0,19,0.5240352109688061,0.9459459459459459,0.9995107054710388,0.9738800615089016,0.9380223676305817,3,6.639614534378052,33.19807267189026
no-sleep,sleep,10,5000,244,4.88,20,0.4,0,45,0,26,0.588856144038997,0.6666666666666666,0.9996556341648102,0.9630065135465293,0.9361630905529065,2,6.748940706253052,33.74470353126526
no-sleep,sleep,11,5000,231,4.62,35,0.7000000000000001,0,27,0,30,0.5619423185180377,0.7333333333333333,0.9999278783798218,0.9681842096249453,0.9124154227248953,3,6.668161058425904,33.34080529212952
no-sleep,sleep,14,5000,209,4.18,29,0.58,0,22,0,30,0.5683978989299053,0.782608695652174,0.9987629055976868,0.9682893621241769,0.9184141724931938,2,6.562644290924072,32.81322145462036
no-sleep,sleep,12,5000,229,4.58,37,0.74,0,27,0,28,0.5618495811647068,0.953125,0.99864661693573,0.9689610330528965,0.8915051903107133,2,6.700032711029053,33.500163555145264
no-sleep,sleep,13,5000,237,4.74,66,1.32,0,13,0,14,0.5380996395953492,1.0,0.9995767176151276,0.9665060005468807,0.9481169831104714,3,6.72069673538208,33.6034836769104
no-sleep,sleep,16,5000,232,4.64,41,0.8200000000000001,0,20,0,14,0.5780333481371942,0.8846153846153846,0.99974524974823,0.9641792081557053,0.9334747473441329,2,6.736105060577392,33.68052530288696
no-sleep,sleep,15,5000,267,5.34,29,0.58,0,11,0,25,0.5700339308134069,0.8636363636363636,0.9996992647647858,0.9633153493450153,0.92366561331762,2,6.946346759796143,34.73173379898071
no-sleep,sleep,17,5000,242,4.84,47,0.9400000000000001,0,31,0,18,0.5803896402417476,0.8983050847457628,0.9991725385189056,0.9651260832491044,0.9157515939450307,2,6.784078550338745,33.920392751693726
no-sleep,sleep,18,5000,184,3.6799999999999997,48,0.96,1,416,0,29,0.5642388842968166,0.9666666666666667,0.9994449615478516,0.9693013861442978,0.914558398586415,3,6.496001291275024,32.48000645637512
no-sleep,sleep,19,5000,204,4.08,35,0.7000000000000001,0,11,0,16,0.6036930086140223,0.918918918918919,0.9989598095417023,0.9676187021987884,0.9350871263539431,3,6.222499227523803,31.11249613761902
no-sleep,sleep,20,5000,232,4.64,52,1.04,0,32,0,19,0.6069152916960038,0.7368421052631579,0.999203622341156,0.9674120814720334,0.9290598174628342,2,6.475129795074463,32.375648975372314
no-sleep,sleep,21,5000,242,4.84,45,0.8999999999999999,0,25,0,25,0.5386936878529112,0.7777777777777778,0.9992545247077942,0.9693637129450123,0.927948083850993,3,6.476457834243774,32.38228917121887
no-sleep,sleep,22,5000,240,4.8,28,0.5599999999999999,0,29,0,22,0.5691662794163468,0.8,0.9994445145130157,0.9630296322146075,0.9321235702500685,2,6.453990507125854,32.26995253562927
no-sleep,sleep,23,5000,250,5.0,30,0.6,0,3,0,28,0.6150811735766281,0.6666666666666666,0.9999820291996002,0.9651849257881343,0.9284779914547183,3,6.495483493804931,32.47741746902466
no-sleep,sleep,27,5000,200,4.0,47,0.9400000000000001,0,11,0,22,0.5350438614040628,0.8679245283018868,0.9983740448951721,0.9614168854673418,0.909597698668811,3,6.273111486434937,31.365557432174683
no-sleep,sleep,24,5000,249,4.9799999999999995,33,0.66,0,28,0,31,0.607806191159884,0.96875,0.9999304711818695,0.9632890989026421,0.9101545187683192,2,6.502471303939819,32.5123565196991
no-sleep,sleep,26,5000,233,4.66,41,0.8200000000000001,0,22,0,28,0.6115012544565332,0.78125,0.9987980127334595,0.9748805390355332,0.9346231041940751,2,6.374191999435425,31.870959997177124
no-sleep,sleep,25,5000,256,5.12,43,0.86,0,6,0,20,0.5565991487511414,0.8378378378378378,0.9997070729732513,0.9635996950764901,0.9202284048508815,2,6.549516773223877,32.747583866119385
no-sleep,sleep,29,5000,228,4.5600000000000005,26,0.52,0,35,0,26,0.5275365813772729,0.9545454545454546,0.9989022016525269,0.9643399943438179,0.9367324095891303,3,6.334219646453858,31.671098232269287
no-sleep,sleep,28,5000,259,5.18,20,0.4,0,14,0,29,0.5600080117193929,0.8823529411764706,0.99972003698349,0.9620738807736287,0.92379894896754,3,6.5973176002502445,32.98658800125122
