seed,t,cum_eats,cum_danger,cum_awakenings,energy,mb_firing_rate,mb_w_self_mean,mb_to_motor_w_mean,mb_to_motor_w_max,mirror,awareness_idx,collapse,presence,self_pe
2,500,34,8,0,1.0,0.009080000000000001,0.07951535284519196,0.04523460566997528,0.27758824825286865,0.5046326304232644,0.0,0.6175420557838205,0.9647579690296131,0.09585982362228812
2,1000,52,16,0,0.5909936643362039,0.00838,0.07936440408229828,0.04537659138441086,0.27756163477897644,0.5345186998488295,0.95,0.5458592728654681,0.9868673068081701,0.06755526981336318
2,1500,74,20,1,0.9342559478998179,0.008955,0.0791899785399437,0.04555860161781311,0.27753081917762756,0.5504030612839673,0.8085106382978723,0.8171790950496078,0.9607469956147425,0.40566957130588954
2,2000,98,20,3,0.9985200834512711,0.00883,0.07900012284517288,0.04578956961631775,0.27749720215797424,0.5483195143217405,0.4444444444444444,0.8986986561121557,0.9673659826317559,0.1450786428690365
2,2500,114,26,6,0.9394765263557434,0.00902,0.07887382060289383,0.04594109207391739,0.2774747908115387,0.6049680421272314,0.8214285714285714,0.8642177630280461,0.9708489063718917,0.1290338020033838
2,3000,142,31,9,0.9970417416810989,0.008985,0.07865327596664429,0.046221159398555756,0.31743431091308594,0.5996631537075675,0.8148148148148148,0.8084440842918315,0.9692711649109714,0.15323695153019892
2,3500,162,32,13,0.9116211166620253,0.008715,0.07849612087011337,0.04643829166889191,0.317402720451355,0.5781666543030421,0.6818181818181818,0.6926119019918721,0.9644616425674689,0.08514984820754366
2,4000,179,37,16,0.9281494718551639,0.00928,0.07836277037858963,0.046630121767520905,0.31737586855888367,0.5784002451685102,0.9230769230769231,0.6052218347547919,0.9725699923561624,0.09277392853433343
2,4500,207,39,19,0.9354352578401564,0.008765,0.0781436413526535,0.046982377767562866,0.3173316419124603,0.54978976799843,0.7391304347826086,0.7846165870217233,0.9646180360212312,0.15622148364184843
2,5000,238,57,21,1.0,0.00913,0.07790175080299377,0.047417573630809784,0.31728267669677734,0.5692634687032463,0.5294117647058824,0.9015727250884306,0.9674136277579183,0.1680336930284965
2,5500,257,57,25,0.9896606801271438,0.008725,0.07775386422872543,0.04769682139158249,0.31812575459480286,0.5795888310322929,0.7647058823529411,0.8634528563539119,0.9646919869693731,0.16853618375813267
2,6000,274,57,29,0.9586172857284544,0.009455,0.07762178778648376,0.0479513518512249,0.35809722542762756,0.6049110766131857,0.7272727272727273,0.8072494626249953,0.9679397911109798,0.13080798604877336
2,6500,298,62,33,0.9351338263273236,0.00927,0.07743570953607559,0.048360276967287064,0.398049920797348,0.5878471804569986,0.6842105263157895,0.7094846603071818,0.9668663403439783,0.10751510993161098
2,7000,329,62,35,0.7172479310512554,0.00931,0.07719600945711136,0.04892649129033089,0.3979880213737488,0.5920801380743319,0.8571428571428571,0.5836077176726417,0.9879199377453587,0.0659886217067748
2,7500,354,62,37,0.86442036895752,0.00969,0.07700325548648834,0.04940437152981758,0.4379376769065857,0.5751148744682443,0.6666666666666666,0.8121885471254084,0.9682935684238014,0.2312521642534803
2,8000,384,62,38,0.9911435830831528,0.0095,0.07677258551120758,0.05000230669975281,0.437871515750885,0.6468785594123945,0.8260869565217391,0.8987279032118483,0.9706862033002821,0.2775725244007555
2,8500,407,62,41,1.0,0.009749999999999998,0.07660385966300964,0.05044681578874588,0.43782299757003784,0.5832401235010947,0.7894736842105263,0.8590287248052559,0.9629587843716452,0.28480851373633376
2,9000,436,62,43,0.9940976976394653,0.010015,0.07637438178062439,0.051091935485601425,0.4394998252391815,0.5844390833866985,0.5555555555555556,0.8002942488060252,0.9680235911652246,0.194186337205821
2,9500,457,66,44,0.9630770467281343,0.00948,0.07621414959430695,0.05157025530934334,0.47945037484169006,0.5198394149445391,0.825,0.7220113139100677,0.9720767633138919,0.22396807303399577
2,10000,471,66,44,0.6594450453996653,0.00958,0.07610751688480377,0.05191025882959366,0.4794165790081024,0.5429276572797206,0.8846153846153846,0.5651638452059431,0.9641758825019924,0.23992297340111277
2,10500,496,77,46,0.7910322866201397,0.01023,0.07591746747493744,0.05252046883106232,0.47935622930526733,0.5703802235984834,0.7142857142857143,0.7863130636383738,0.9576624072748027,0.14519979917462575
2,11000,521,80,49,0.9866988523244856,0.009745,0.07572789490222931,0.053145039826631546,0.49291476607322693,0.589684910860505,0.8461538461538461,0.8841322245528112,0.9636428811194698,0.19024239368721052
2,11500,546,80,52,0.9925966207504273,0.009635,0.07553881406784058,0.053804636001586914,0.5192330479621887,0.60002633558615,0.8,0.8640774326379126,0.9681481295279571,0.13547978028559365
2,12000,569,80,55,0.9970503690958022,0.010975,0.07536526769399643,0.05444163456559181,0.519172728061676,0.6058271468588363,0.7419354838709677,0.8036437648342998,0.9672089673650954,0.20588293302213762
2,12500,587,80,58,0.9941159031152724,0.010409999999999999,0.0752297192811966,0.0549197755753994,0.5191255211830139,0.6022420970973141,0.8260869565217391,0.7043937134196883,0.9627361731384723,0.2102732220008336
2,13000,610,80,61,0.7158415645360949,0.009680000000000001,0.07505688071250916,0.0555458590388298,0.5190652012825012,0.6150716852173228,0.9473684210526315,0.6033162799763435,0.9686063298261779,0.14788761969035782
2,13500,641,80,65,0.8344436081409455,0.0101,0.07482456415891647,0.05639292299747467,0.5985117554664612,0.5727813557878568,0.9523809523809523,0.7760339675898441,0.9641386783859138,0.17819735334463432
2,14000,664,81,68,0.9532099785804751,0.010585,0.07465266436338425,0.057077739387750626,0.5984432101249695,0.5658671412920935,0.75,0.8951316096016944,0.9699815369898523,0.19039718036156164
2,14500,697,84,72,0.9955608213424683,0.010975,0.0744066908955574,0.05809016153216362,0.5983448624610901,0.5994284210736167,0.5769230769230769,0.8656515769192517,0.9644593350982905,0.21750442259416186
2,15000,725,89,75,1.0,0.010839999999999999,0.0741986408829689,0.05896429717540741,0.6766027212142944,0.570381908674063,0.6296296296296297,0.8318618344238784,0.963872651722539,0.2101687254215103
2,15500,743,89,79,1.0,0.010335,0.07407259941101074,0.059528689831495285,0.6765449643135071,0.4841661357245763,0.8,0.7003002607622633,0.9715619520922953,0.15518967254962243
2,16000,758,89,79,0.6524760082006454,0.01156,0.07395417988300323,0.060034628957509995,0.6764906048774719,0.5324848881423813,0.7777777777777778,0.5519964615316688,0.9709564809096685,0.22490908269489854
2,16500,786,89,82,0.992675347161293,0.011014999999999999,0.07374738901853561,0.060944825410842896,0.7180669903755188,0.589548449274701,0.9512195121951219,0.7718538698701581,0.9661818303184175,0.1309081916857628
2,17000,805,91,85,0.9527621544837952,0.011269999999999999,0.07360740005970001,0.06157536804676056,0.7579973936080933,0.5740822221871428,0.7857142857142857,0.8854946009098331,0.9655613916045942,0.15413778386458296
2,17500,831,91,86,0.9970477370977402,0.011515,0.07341626286506653,0.062450557947158813,0.757898211479187,0.5790408187593571,0.8928571428571429,0.8794049694197887,0.9714349217382199,0.1519136746171595
2,18000,865,96,90,0.9955542530775071,0.01165,0.07316704839468002,0.06366144865751266,0.7977637052536011,0.5804395407919427,0.7894736842105263,0.8204523764708918,0.9691887441956616,0.17040477558109
2,18500,890,96,92,0.997046799325943,0.01222,0.07298436015844345,0.06451158970594406,0.7976638674736023,0.5989533775963697,0.9375,0.7108362526271748,0.9681923776504806,0.2608787107509487
2,19000,907,96,96,0.938307197380066,0.011439999999999999,0.07286038249731064,0.06510788202285767,0.8775933980941772,0.5642329007806922,0.896551724137931,0.5813574846661737,0.9942733388307239,0.08746218241843136
2,19500,940,96,98,0.8523026019096374,0.010465000000000002,0.07262032479047775,0.0663226917386055,0.9174433946609497,0.5644003011035709,0.9333333333333333,0.8129892328433305,0.9652658857333086,0.16064319777008657
2,20000,963,99,98,0.9673390023231511,0.01149,0.07245349884033203,0.06715194880962372,0.957335352897644,0.5376960677736436,0.7368421052631579,0.9020919425326682,0.9676030134702002,0.15577972508077778
2,20500,983,99,100,0.9985218206644059,0.01099,0.0723087266087532,0.06785956770181656,0.9572399854660034,0.5744355870759043,0.7666666666666667,0.8794932526545383,0.9644701286740089,0.17120949755271317
2,21000,1004,99,104,0.9319204869985582,0.011000000000000001,0.07215704023838043,0.06865721940994263,1.0270079374313354,0.5934757117430002,0.9069767441860465,0.8059218940979909,0.9634291364433054,0.1710638198940218
2,21500,1025,99,107,0.9600202753067015,0.01192,0.07200566679239273,0.06947381049394608,1.106897234916687,0.6035986912157495,0.8181818181818182,0.7221902330479949,0.9644422930653711,0.1454313942354621
2,22000,1045,104,110,0.5966136686801905,0.010825,0.07186179608106613,0.07024125009775162,1.1467827558517456,0.5939308648919449,0.88,0.5465532091839019,0.9703628814990337,0.045317390118045794
2,22500,1074,107,111,0.8225127625703809,0.013645,0.07165369391441345,0.07136943191289902,1.146616816520691,0.5628433476013668,0.7777777777777778,0.7660696303110657,0.9648877738841154,0.12815775545273103
2,23000,1106,107,111,0.9602709486961365,0.012685,0.07142475247383118,0.07261428982019424,1.1864262819290161,0.5403272527336198,1.0,0.9068342554598633,0.9672347004585616,0.21309758573719625
2,23500,1123,107,111,0.9099129564523699,0.012455,0.07130343466997147,0.07328719645738602,1.266321063041687,0.5552078519281711,0.6842105263157895,0.8739800797257852,0.9642674051288148,0.29750744238729837
2,24000,1143,107,114,0.9411011434316636,0.013505,0.07116095721721649,0.07409485429525375,1.3861870765686035,0.5657498801004466,0.7297297297297297,0.8187896835077706,0.9683778451285776,0.12591776447646152
2,24500,1159,107,117,0.9410920555353167,0.011395,0.07104720175266266,0.07475316524505615,1.4660718441009521,0.5792987028364882,0.9523809523809523,0.6840474810441558,0.9648346707218667,0.24928997029036928
2,25000,1181,107,117,0.718826973104477,0.01386,0.07089105993509293,0.07565180957317352,1.7058950662612915,0.5819100282670149,0.8055555555555556,0.5414090683714029,0.9916080304690578,0.352877845568921
2,25500,1218,107,118,0.8233326620101932,0.011515,0.07062923163175583,0.07718198746442795,1.8255623579025269,0.5513383277253985,0.8148148148148148,0.7747263994960542,0.9768013239324161,0.09061218743793263
2,26000,1238,107,124,0.9392531253099438,0.012215,0.07048812508583069,0.07802096009254456,1.9453742504119873,0.5984562603577458,0.9259259259259259,0.9000793008109591,0.9659935190311045,0.14619403524891653
2,26500,1259,107,127,0.995575154709816,0.01169,0.07034025341272354,0.07890582084655762,1.985168218612671,0.6159089783995474,0.76,0.8639774652891445,0.9756209009598239,0.2365605742843411
2,27000,1275,113,130,0.9600693929195404,0.014575000000000001,0.07022780179977417,0.07957027107477188,1.9999899864196777,0.5618346883458077,0.8214285714285714,0.8221589713926096,0.9653509610453745,0.18909643257348951
2,27500,1295,113,134,0.997049652481079,0.012909999999999998,0.0700874775648117,0.08044986426830292,1.9999699592590332,0.5435148564963194,0.8571428571428571,0.7268608743051466,0.9626830256321743,0.4149380755116204
2,28000,1326,113,137,0.8505505294084553,0.012315,0.06987053900957108,0.08178375661373138,1.999889850616455,0.5952758573913453,0.84375,0.5692621819976755,0.9770693395590552,0.056171751907594936
2,28500,1347,113,140,0.805582042074204,0.01241,0.06972396373748779,0.08270003646612167,1.9999399185180664,0.5762680034103305,0.9655172413793104,0.7849531585110269,0.9680143768558996,0.15337965747130802
2,29000,1375,113,146,0.9159871114492415,0.01229,0.06952901184558868,0.08394405245780945,1.9998798370361328,0.5812021801630072,0.9523809523809523,0.8797809952049832,0.9756595522717518,0.21229577832672003
2,29500,1397,113,148,0.9970488805055618,0.012585,0.06937620788812637,0.08492162078619003,1.9999799728393555,0.527910055579883,0.9629629629629629,0.8550193911787537,0.9673537761513833,0.2275766105874844
2,30000,1431,113,148,0.9970445567846299,0.01254,0.0691407322883606,0.08646047860383987,1.9999699592590332,0.528309423516133,0.8571428571428571,0.8113781814782053,0.9707860706572502,0.2548261261649233
