seed,t,cum_eats,cum_danger,cum_awakenings,energy,mb_firing_rate,mb_w_self_mean,mb_to_motor_w_mean,mb_to_motor_w_max,cx_to_motor_w_mean,lh_to_motor_w_mean,seg_to_motor_w_mean,vis_to_mush_w_mean,mirror,awareness_idx,collapse,presence,self_pe
3,1000,50,19,0,0.9675929143190384,0.00858,0.07941439002752304,0.045484527945518494,0.26892536878585815,0.07210651785135269,0.08312465995550156,0.04702277481555939,0.045312825590372086,0.5743626536969237,1.0,0.5485892155800678,0.9782390758179874,0.11271440738327858
3,2000,110,36,4,0.992646415424347,0.00927,0.07893930375576019,0.046040091663599014,0.2688449025154114,0.08339974284172058,0.09378285706043243,0.05052009969949722,0.04547732323408127,0.5495752394870503,0.6842105263157895,0.9051100714277858,0.965226049176328,0.21059464071831058
3,3000,170,36,6,0.9837551667690279,0.00904,0.07846704870462418,0.04670396074652672,0.26887044310569763,0.0983763188123703,0.10864105075597763,0.0553261935710907,0.045649636536836624,0.5676031258185427,0.8666666666666667,0.8038261828880009,0.9647798838389532,0.15112414161707108
3,4000,205,36,8,0.7431298257589338,0.008845,0.07819286733865738,0.047152332961559296,0.32436928153038025,0.10786527395248413,0.11793293803930283,0.058768946677446365,0.04575802758336067,0.5106941174776594,0.6363636363636364,0.5440428786136776,0.9774327728323948,0.05822597272979901
3,5000,277,54,10,0.9660077749967576,0.00928,0.0776318684220314,0.048199042677879333,0.36424359679222107,0.12876558303833008,0.13923150300979614,0.06708306074142456,0.04598448798060417,0.559168252446645,0.9166666666666666,0.8941227296464601,0.967905375201709,0.21941767867005918
3,6000,322,54,12,0.9955596982479096,0.00949,0.07728329300880432,0.04897644370794296,0.36416178941726685,0.14244064688682556,0.1532842069864273,0.07268863171339035,0.04612649977207184,0.5497969639538118,0.8095238095238095,0.8065525947248839,0.9627286938335841,0.15155153629139434
3,7000,361,64,14,0.7035207053184515,0.009380000000000001,0.07698245346546173,0.04969616234302521,0.39739325642585754,0.15451106429100037,0.16552866995334625,0.07764125615358353,0.04625452309846878,0.5537977817470268,0.875,0.5778479490905153,0.9678948824183434,0.05098475852796646
3,8000,421,66,18,0.9159146990299222,0.010495,0.07652191817760468,0.0509205088019371,0.4207513630390167,0.1727694272994995,0.1840357631444931,0.08561693876981735,0.04645524173974991,0.5858774187659526,0.8823529411764706,0.8945172656337614,0.9649394521864879,0.12938980410457024
3,9000,460,66,23,0.9557769646406172,0.010564999999999998,0.07622403651475906,0.05179232358932495,0.4206688404083252,0.18390685319900513,0.1957491636276245,0.09087488800287247,0.04658784344792366,0.5505981150226021,0.6875,0.7992469823695405,0.9633164477257903,0.13369171675775932
3,10000,507,70,28,0.7093919018507002,0.011484999999999999,0.07586661726236343,0.05295095965266228,0.4770967960357666,0.1967988908290863,0.20851774513721466,0.09726550430059433,0.04675126075744629,0.5930868001190142,0.875,0.5629498872886585,0.9682774411616026,0.06716097873447206
