seed,t,cum_eats,cum_danger,cum_awakenings,energy,mb_firing_rate,mb_w_self_mean,mb_to_motor_w_mean,mb_to_motor_w_max,cx_to_motor_w_mean,lh_to_motor_w_mean,seg_to_motor_w_mean,vis_to_mush_w_mean,mirror,awareness_idx,collapse,presence,self_pe
2,72000,3496,218,408,0.9543085277318957,0.020694999999999998,0.05624179542064667,0.18985781073570251,1.9999899864196777,0.3680184483528137,0.3792203962802887,0.387871116399765,0.06725019216537476,0.5668862816608423,0.8888888888888888,0.8216668148983824,0.9722151254332073,0.4060084684359031
2,73000,3546,226,414,0.7213969007730476,0.02853,0.05596138536930084,0.19184070825576782,1.9999899864196777,0.36874401569366455,0.37992024421691895,0.3888328969478607,0.06766950339078903,0.5542146844502609,0.926829268292683,0.5641051202885944,0.9747803910380037,0.0889586437118794
2,74000,3591,226,416,0.9054003638982774,0.0258,0.05571020394563675,0.1935720145702362,1.9999899864196777,0.3692375123500824,0.3805076777935028,0.389657199382782,0.0680423155426979,0.5273345662215655,0.6956521739130435,0.9039143037768181,0.9673078325185034,0.609459487754947
2,75000,3626,226,422,0.9129336179733273,0.02803,0.05551562458276749,0.19487856328487396,1.9999899864196777,0.3695443868637085,0.38080891966819763,0.3902309238910675,0.0683361142873764,0.5687259475503849,0.8260869565217391,0.7966810501352576,0.9636345021250673,0.14082648707230885
2,76000,3651,226,423,0.6916521448612211,0.030465,0.0553770549595356,0.19580471515655518,1.9999899864196777,0.3699086308479309,0.3811941146850586,0.3906777501106262,0.06854335963726044,0.52901034922694,0.8727272727272727,0.5715835865042999,0.9796978233925002,0.10991773973780618
2,77000,3712,226,429,0.9970579108953477,0.021675,0.05504044145345688,0.19808875024318695,1.9999899864196777,0.37042105197906494,0.38171687722206116,0.39156219363212585,0.06904354691505432,0.5938464211327688,0.78,0.8901843331031656,0.9630348392171894,0.5828640566416023
2,78000,3765,228,437,1.0,0.028394999999999997,0.054755114018917084,0.20003767311573029,1.9999899864196777,0.3710039556026459,0.3823235034942627,0.3922313153743744,0.06947245448827744,0.5664890605328529,0.90625,0.8140223473361603,0.9638725226725982,0.5619295375108995
2,79000,3807,238,443,0.6572298409461977,0.029055000000000004,0.054520294070243835,0.20163217186927795,1.9999899864196777,0.371383935213089,0.38269978761672974,0.39277681708335876,0.06981741636991501,0.5570353985187659,0.8461538461538461,0.5734906610059034,0.9928331373314347,0.15118095401720474
2,80000,3857,238,452,0.9070603121519091,0.02769,0.05424853414297104,0.20341818034648895,1.9999899864196777,0.3718462884426117,0.38321036100387573,0.3934028744697571,0.0702236071228981,0.5798751750303826,0.7666666666666667,0.8897347096330984,0.9646258234698104,0.17879173008901464
2,81000,3894,240,457,0.9911288581132889,0.028475,0.05404830351471901,0.20470063388347626,1.9999899864196777,0.37212905287742615,0.38351356983184814,0.39381054043769836,0.07051731646060944,0.5439935169244069,0.9259259259259259,0.8062733671739315,0.9634972053927239,0.5497790913585991
