seed,t,cum_eats,cum_danger,cum_awakenings,energy,mb_firing_rate,mb_w_self_mean,mb_to_motor_w_mean,mb_to_motor_w_max,cx_to_motor_w_mean,lh_to_motor_w_mean,seg_to_motor_w_mean,vis_to_mush_w_mean,mirror,awareness_idx,collapse,presence,self_pe
1,1000,45,9,2,0.7884704175233841,0.00913,0.07949154078960419,0.04548971354961395,0.25776171684265137,0.07145048677921295,0.08232497423887253,0.04672916233539581,0.045272912830114365,0.557182703912916,0.6428571428571429,0.5656854563535907,0.9840315329784846,0.05741917741052359
1,2000,91,13,7,0.969703240227699,0.009025,0.07912670075893402,0.04592793062329292,0.26936542987823486,0.07939041405916214,0.08982733637094498,0.04923373833298683,0.04539819806814194,0.5983052539709757,0.6875,0.9007772255517494,0.9704968012422137,0.15286625453310834
1,3000,133,17,13,0.9748677188396453,0.0089,0.07879504561424255,0.046335406601428986,0.2693091034889221,0.08876627683639526,0.09884936362504959,0.052201300859451294,0.04550997540354729,0.5792755135203681,0.7777777777777778,0.8151491102601974,0.9648481702730869,0.17799145119533386
1,4000,180,38,19,0.9383512634277342,0.009035,0.07842554152011871,0.046860624104738235,0.28835123777389526,0.1009487733244896,0.1107509657740593,0.056338127702474594,0.045645471662282944,0.590390334925774,0.8181818181818182,0.6093396787052514,0.9689634626276948,0.06996069267502178
1,5000,239,38,23,0.9940994709730149,0.009264999999999999,0.07796414941549301,0.047649335116147995,0.32825973629951477,0.11726055294275284,0.1268007457256317,0.0626617968082428,0.045816995203495026,0.5653975034245032,0.7586206896551724,0.9012117418274845,0.9628656165526266,0.24833241613245585
1,6000,293,44,29,0.9955625556230545,0.00902,0.07754424214363098,0.04848645254969597,0.3425475060939789,0.13333022594451904,0.1424928605556488,0.06913547217845917,0.045984867960214615,0.5855929691132583,0.8181818181818182,0.8111938232179181,0.9642482067987651,0.10976616838763797
1,7000,335,44,36,1.0,0.009774999999999999,0.07721921801567078,0.04921092465519905,0.38247060775756836,0.14605914056301117,0.1546432375907898,0.07476875931024551,0.04612455889582634,0.584305652015981,0.7777777777777778,0.5730934333957483,0.9625533409694599,0.13049242723965854
1,8000,401,50,41,0.9813109477758407,0.009920000000000002,0.07671121507883072,0.05054154619574547,0.4249858558177948,0.16615551710128784,0.1744055449962616,0.0832735002040863,0.046342816203832626,0.4852707950469082,0.8235294117647058,0.8943769290759663,0.967017768353081,0.13772609359948845
1,9000,452,57,43,0.9940955717563628,0.009240000000000002,0.07632095366716385,0.05167397856712341,0.43507814407348633,0.18113850057125092,0.18900230526924133,0.08996149152517319,0.046514738351106644,0.5625426713909398,0.9375,0.8196958381954985,0.967795692089521,0.19406754179790386
1,10000,507,57,51,0.7123453012228012,0.009795,0.07590232789516449,0.053002502769231796,0.46476051211357117,0.19662360846996307,0.20403289794921875,0.09763138741254807,0.04670858755707741,0.6031092616846223,0.9130434782608695,0.6140384340994028,0.9789841197020954,0.04359257678233005
