seed,t,cum_eats,cum_danger,cum_awakenings,energy,mb_firing_rate,mb_w_self_mean,mb_to_motor_w_mean,mb_to_motor_w_max,cx_to_motor_w_mean,lh_to_motor_w_mean,seg_to_motor_w_mean,vis_to_mush_w_mean,mirror,awareness_idx,collapse,presence,self_pe
4,1000,32,5,1,0.6851908542394641,0.00874,0.07955379039049149,0.04520925134420395,0.23795482516288757,0.06988298147916794,0.08116583526134491,0.046162620186805725,0.04524058848619461,0.5585672555656636,0.6086956521739131,0.5643742493256035,0.9714897392607722,0.05792433706096558
4,2000,77,12,9,0.995566101861,0.008985,0.07919657975435257,0.04555928707122803,0.25800174474716187,0.0759175717830658,0.08678077906370163,0.048288218677043915,0.04536229744553566,0.5663613991664274,0.9166666666666666,0.8983342037689677,0.961978197326637,0.10349640466031389
4,3000,121,29,13,0.9586645523309709,0.009174999999999999,0.07884884625673294,0.04593939706683159,0.2609555721282959,0.08499393612146378,0.09504951536655426,0.05117814987897873,0.045489367097616196,0.5653645460527905,0.96875,0.8102571569644132,0.964453541196712,0.12658236346616633
4,4000,167,34,21,0.7012225013732906,0.009325,0.07848694920539856,0.04641873389482498,0.3008948266506195,0.09639083594083786,0.10569415241479874,0.055194951593875885,0.04562773555517197,0.617120136432383,0.875,0.5937643085167084,0.9685329222097483,0.0710417647491132
4,5000,220,45,23,0.9496542706012727,0.009845,0.07807203382253647,0.047143470495939255,0.30081427097320557,0.11082020401954651,0.11955451220273972,0.06053636968135834,0.045786358416080475,0.5653674106881529,0.6842105263157895,0.8932336710647818,0.9705076891564328,0.061446150496684435
4,6000,251,45,29,0.9866735656023025,0.009804999999999998,0.07783036679029465,0.04759588465094566,0.32034507393836975,0.11973069608211517,0.12812243402004242,0.06387978792190552,0.04587847739458084,0.5949122798154579,0.8412698412698413,0.790545361997296,0.9697829693693124,0.12398469781351737
4,7000,286,51,37,0.6608671128511431,0.00953,0.07755842059850693,0.04817315191030502,0.3384881615638733,0.12982289493083954,0.13783614337444305,0.06795389950275421,0.04598917439579964,0.5901310691903765,1.0,0.5655702538703039,0.9669534251514745,0.06937519902684644
4,8000,343,55,39,0.974789448976517,0.00987,0.07711755484342575,0.04917928948998451,0.3783825635910034,0.1471705138683319,0.15448524057865143,0.0750788226723671,0.0461745522916317,0.5639497849172499,0.8,0.8913418977626698,0.9648173413046853,0.06578169356949021
4,9000,383,55,43,0.9822606235265734,0.01004,0.07680968195199966,0.04996588081121445,0.41830483078956604,0.1587783396244049,0.16563931107521057,0.08047164976596832,0.046303898096084595,0.5579109514933577,0.0,0.8035149429670448,0.9679846618435046,0.1106503369098893
4,10000,435,55,45,0.7579260349512105,0.010545,0.07641129195690155,0.05110780522227287,0.45818987488746643,0.17466087639331818,0.18112443387508392,0.08726342767477036,0.0464799664914608,0.58215495552661,0.5294117647058824,0.5375223868832057,0.9699738502826663,0.05609497777762293
4,11000,488,60,51,0.9187213702678679,0.010175,0.07600735872983932,0.052390020340681076,0.45806825160980225,0.1896597295999527,0.19602155685424805,0.09433795511722565,0.04667283222079277,0.5648344578325434,0.9333333333333333,0.9004473483959782,0.9627846029872317,0.08695095314031372
