t,cum_eats,cum_danger,cum_awakenings,energy,mirror,awareness_idx,continuity,presence,collapse,closure_depth,self_pe,world_pe
200,8,0,0,0.926554523730278,0.5,0.0,0.9968835711479187,0.36907861428161226,0.46018753867743084,3,0.09609680471904342,0.9590516686439514
400,8,0,0,0.6333063111543655,0.526412275648408,0.0,0.9982848763465881,0.9676155070799827,0.4143027225990643,3,0.07615089117227306,1.2182508707046509
600,23,1,0,0.9940808097362519,0.5200951975702692,1.0,0.9999086856842041,0.9635770148153127,0.7567310689617471,3,0.09843300855734398,1.1379597187042236
800,36,1,2,1.0,0.5588758897374024,1.0,0.9997422993183136,0.9622233540140251,0.8748043966830223,3,0.07518361062382348,1.0873603820800781
1000,37,1,3,0.7207209102869038,0.5699904729124765,0.9142857142857143,0.9997999370098114,0.9666311601630129,0.57886741298857,3,0.06795093580723811,0.3901502192020416
1200,51,1,5,0.9675880729675294,0.5730141860249022,0.9130434782608695,0.9996758997440338,0.9640817525649675,0.8185514713651236,2,0.14857285110366106,0.9916005730628967
1400,65,4,7,0.9955777736186983,0.5561361937307998,0.8636363636363636,0.9998945891857147,0.9629290206554935,0.8991316248441884,3,0.13503337067267318,1.2209135293960571
1600,65,4,8,0.7114223356962202,0.5583650777197,0.926829268292683,0.9973917603492737,0.9720293943009499,0.5745020736256778,3,0.07318135670574291,0.21149501204490662
1800,75,6,10,0.9469270320892335,0.5828677786177138,0.8888888888888888,0.9987602233886719,0.9684736224435968,0.8053906272770996,2,0.07481033001211339,1.16348135471344
2000,89,10,11,0.935656890821457,0.6070397440667844,0.9642857142857143,0.999702513217926,0.9674415750344924,0.8908371228028673,3,0.07413541001078665,1.0950926542282104
2200,91,10,14,0.7166586933612827,0.5922714023316419,0.9411764705882353,0.9987919330596924,0.9734749828534948,0.5566894065898352,3,0.09244452082659828,0.4001196026802063
2400,111,16,15,0.9552242827415467,0.5693192653644418,0.8888888888888888,0.9997141361236572,0.9652537716925236,0.8025133526560184,3,0.08798630896645408,0.7487684488296509
2600,123,26,16,0.9911270176172257,0.580215867892369,0.8636363636363636,0.9989945590496063,0.9658526070266652,0.8869803696309334,2,0.17476468220797842,1.3813296556472778
2800,123,27,17,0.687166672039031,0.563251455591539,0.8421052631578947,0.99952632188797,0.9802093853996083,0.5530677277475889,3,0.05423654345906814,1.2218199968338013
3000,141,27,19,0.9833950626373291,0.559175040747254,0.9333333333333333,0.9968779683113098,0.9697416757498157,0.8089893652717248,1,0.23569947952440282,0.9657681584358215
3200,160,28,21,1.0,0.5617881613517204,0.8461538461538461,0.9999158382415771,0.9631098226149609,0.9015591324247362,3,0.10412355029424508,1.0646663904190063
3400,161,29,21,0.8902367830753328,0.5660882459303512,0.85,0.9998086392879486,0.9766733265670913,0.5967016458789565,3,0.12662068550832273,0.11913049966096878
3600,168,29,22,0.9750290460586547,0.5867873018829051,0.8181818181818182,0.999303013086319,0.9716776596224164,0.8139311736709085,3,0.11232738215761062,1.1788536310195923
3800,176,29,23,0.9453464378595352,0.5840733491108491,0.7931034482758621,0.9994446635246277,0.9669056733333627,0.8811409667518246,2,0.08132197623799634,1.1419222354888916
4000,176,29,24,0.6535398862361897,0.574736101457174,0.6428571428571429,0.9998100399971008,0.9732790300383356,0.5662572236908711,3,0.0654941090608208,0.14116470515727997
4200,185,29,24,0.9543723627328871,0.5388320700317915,0.7368421052631579,0.9970674514770508,0.9665048075217548,0.8068389432804329,1,0.20493847913106683,1.145960807800293
4400,199,29,26,1.0,0.5647527626339841,0.625,0.9999866783618927,0.9677767538616135,0.8918079109449372,3,0.10403018101337504,1.1185390949249268
4600,200,30,28,0.8016086701393133,0.5673773134834588,0.6666666666666666,0.9998216032981873,0.9775686363590419,0.5709688124385207,3,0.04586636322397682,0.30512645840644836
4800,212,30,30,0.9262705522537229,0.5714640314503464,0.7222222222222222,0.9983192980289459,0.966254293896057,0.8088367716254059,3,0.05654077489233204,1.037079095840454
5000,224,30,30,1.0,0.566150991679257,0.76,0.9996099770069122,0.9636065743552945,0.8901020377799289,1,0.18704205646319633,1.561772346496582
5200,226,30,31,0.7128368409156803,0.5728363101956537,0.76,0.9991102814674377,0.9691263097726011,0.5717773027998118,3,0.053987233406071734,1.3031010627746582
5400,240,32,32,0.970443268585205,0.5735750618405853,0.5,0.9985863864421844,0.9643859491406785,0.8170361811273604,2,0.1515367512815465,0.9978910088539124
5600,248,36,32,0.8860874340534209,0.5629355867556962,0.8333333333333334,0.9995428025722504,0.9660612650397258,0.9018159999970313,3,0.10373284836333958,1.4061956405639648
5800,251,36,34,0.8095091162204747,0.5672467474105293,0.9166666666666666,0.9998862445354462,0.9666571735581035,0.6485541135756958,3,0.04884918271925085,1.5643500089645386
6000,268,39,34,0.9985190034151077,0.5372766903469062,0.9375,0.9994796514511108,0.9637230354361657,0.8364055104040726,3,0.05197540757446848,0.8926185965538025
6200,281,39,34,0.9896696923494339,0.5256535208526867,1.0,0.9999241828918457,0.9618654587376124,0.9099456524094018,3,0.09324710623405327,1.2402935028076172
6400,284,39,36,0.9021180801153182,0.5593123364163326,1.0,0.9991073310375214,0.9650761532519784,0.5518084370497613,3,0.09600306168096023,0.2978835105895996
6600,294,39,38,0.9763791676521303,0.5715239101877541,1.0,0.9997988939285278,0.9685252879703331,0.7979423505384909,3,0.0656920787994464,1.3265992403030396
6800,310,39,38,0.9763467557668687,0.576858462814897,0.8148148148148148,0.9990174174308777,0.9622526577821754,0.8491394531256107,2,0.09406236111644739,1.218538522720337
7000,310,39,40,0.6831900597333906,0.5794881076526247,0.6875,0.9990329444408417,0.9621919984687979,0.555182617156089,3,0.08742219959230375,0.3316449522972107
7200,331,39,40,0.9261973452568055,0.5236282171023362,0.6428571428571429,0.999457836151123,0.9627298640455901,0.8128824585374712,3,0.07052735076310644,1.3865560293197632
7400,345,39,40,0.9818728528022767,0.5392498476656267,1.0,0.9998251795768738,0.9665822172953275,0.8928786639793053,3,0.13626097168951076,0.8358548283576965
7600,345,39,41,0.6905651331186292,0.5535631947901065,0.9230769230769231,0.9998360276222229,0.9737080826785702,0.5509461430778212,3,0.0687202542339739,1.2765196561813354
7800,359,39,41,0.9807541189908979,0.5417234140612884,0.8636363636363636,0.9991739988327026,0.9675206352722516,0.7999500116624939,3,0.08877641205917454,0.7547496557235718
8000,373,39,43,0.9940769772529602,0.5625142153075959,0.8,0.9995386898517609,0.9629083437740409,0.9027197043431229,3,0.08015320029491915,1.1397408246994019
8200,374,39,43,0.921025658965111,0.5879964028040229,0.0,0.9992494881153107,0.9743241938479088,0.603604735121155,3,0.09877430037152163,0.2796963155269623
8400,387,39,44,0.977825862932205,0.5723638575229878,0.8,0.999739021062851,0.9649595946477186,0.8047760223868482,3,0.06651798437429597,1.037919044494629
8600,405,39,44,0.9985197823286056,0.6098069235690414,0.8148148148148148,0.9997811317443848,0.9676442595786012,0.9015328689039813,3,0.11208346885457864,1.4842365980148315
8800,406,39,45,0.7757190895795817,0.6017673204685339,0.8653846153846154,0.9984161257743835,0.9921014356272552,0.5656154717002316,3,0.12464238006054487,1.1396443843841553
9000,423,39,48,1.0,0.5633521935118373,0.8461538461538461,0.9997328519821167,0.9679390944548978,0.8053324129888701,3,0.053018594015662855,1.6833752393722534
9200,438,39,48,0.9985271812915802,0.56788822627569,0.8518518518518519,0.9998549520969391,0.9645199538390561,0.8939752152752721,2,0.17049929706958492,1.285658597946167
9400,439,39,48,0.7117098920583724,0.6024389566388422,0.5,0.999626636505127,0.9647574478234818,0.5878217818171215,3,0.049372289691662845,1.1370118856430054
9600,450,46,48,0.970616481566429,0.6122460768713797,0.625,0.9989700019359589,0.9710735103869402,0.8184176497540242,3,0.11927791620342636,0.9839593768119812
9800,457,46,49,0.9617204262495039,0.6304706708964812,0.6666666666666666,0.9994426071643829,0.9646545229994781,0.8881897167833721,3,0.0921861297802893,1.2277331352233887
10000,461,46,49,0.7319551316738123,0.6328034351126909,0.5714285714285714,0.9999147951602936,0.9767068298622609,0.5455816214701954,3,0.17331763820829232,0.6547915935516357
10200,473,54,49,0.9483036620616916,0.599594710818443,0.5384615384615384,0.9991690814495087,0.9648039537975612,0.7823086925746121,3,0.07885591734146208,1.2967032194137573
10400,488,54,50,1.0,0.6247293434594399,0.75,0.9997115731239319,0.9616210576692624,0.8863425143467472,3,0.054872842410827447,1.704483151435852
10600,492,54,51,0.7975994270563123,0.6157917998991207,0.8620689655172413,0.9972921013832092,0.9647103763580369,0.5830198025787003,2,0.10740501583081022,0.9232433438301086
10800,501,54,52,0.951499670243263,0.585607897723073,0.8918918918918919,0.9978235363960266,0.9683926638684554,0.7994549968874898,3,0.154975106973841,0.8470730781555176
11000,520,54,53,0.9763364442110064,0.5857763661571911,0.8260869565217391,0.999367356300354,0.970055699010438,0.8808982178718154,3,0.12518094935216736,1.286759614944458
11200,521,54,53,0.9031675328731543,0.5639931071510622,0.7857142857142857,0.9997804164886475,0.9680027466209685,0.6073159020144953,3,0.12265714281700538,0.09002275764942169
11400,532,62,53,0.9749220507383347,0.5372926932752786,0.75,0.9976589977741241,0.9678001962439389,0.8154119863471602,2,0.16522420091845533,1.2828478813171387
11600,544,64,53,0.9955617973804474,0.5479437297808029,0.6470588235294118,0.9993061423301697,0.9633882817426285,0.9040527398053404,3,0.05927793279633898,1.5342049598693848
11800,545,64,54,0.7116129905700682,0.5552810737358042,0.55,0.9991649985313416,0.9847833921450709,0.5624409955873783,3,0.13109429717883606,1.7465351819992065
12000,557,64,55,0.9156287874937058,0.5544659121390447,0.6190476190476191,0.9966993629932404,0.9632423578251731,0.7992131334648297,2,0.08321952258598131,1.1690527200698853
12200,571,64,57,0.9985286413431168,0.5692435986365483,0.6190476190476191,0.9995308518409729,0.9686857086058392,0.8966748141803528,3,0.10915020826501083,1.4958417415618896
12400,574,64,57,0.973413025712967,0.577227162443438,0.8275862068965517,0.9992954730987549,0.9623850243657488,0.5703398305975501,3,0.0778506094102985,1.2525495290756226
12600,586,64,58,0.9365265430450441,0.5780239113271488,0.875,0.9991222023963928,0.9638731868972127,0.8104772508615429,3,0.09332278008808309,0.9073914885520935
