t,cum_eats,cum_danger,cum_awakenings,energy,mirror,awareness_idx,continuity,presence,collapse,closure_depth,self_pe,world_pe
200,10,0,0,0.9866831861495974,0.5,0.0,0.9983201324939728,0.846734267561659,0.49187148883796417,2,0.15412534795514146,0.9843828678131104
400,12,0,0,0.7200086202144617,0.5376537081993578,0.75,0.9989352226257324,0.9767209957866491,0.4343730673341967,3,0.10510551045774418,0.4861534535884857
600,29,2,0,0.9867091022253035,0.5223771869025047,0.7931034482758621,0.9992868006229401,0.9687746079174475,0.7661862367608846,2,0.14741475322550257,1.1530120372772217
800,47,3,0,0.9955577460289001,0.5174373723613572,0.8214285714285714,0.9997828304767609,0.9623850271118854,0.8915888434873177,3,0.06566135089545033,1.176664113998413
1000,48,8,0,0.6798908250093462,0.5458698509513581,0.5555555555555556,0.9997923076152802,0.9898670092867567,0.5790504024186924,3,0.057795299052761574,1.3853188753128052
1200,67,13,0,0.9985223203420639,0.5426728848300536,0.6428571428571429,0.9998780488967896,0.9631332607654981,0.8183961660152546,3,0.07728138463063582,1.1217461824417114
1400,77,18,1,0.9570870992898941,0.5586058738736608,0.75,0.9995521306991577,0.9631861882369432,0.91008484036515,2,0.10645051298471674,1.0184991359710693
1600,78,18,2,0.8928212574958801,0.5614405637007129,0.8181818181818182,0.9988804161548615,0.9628205751636397,0.5757170142138021,2,0.07747337715709077,1.2404319047927856
1800,91,18,3,0.9363195006370547,0.5658202284898611,0.9333333333333333,0.9989116489887238,0.9689580993236665,0.8148527703854428,2,0.08324419070609844,1.4047183990478516
2000,101,18,4,0.929033777928352,0.5862126978038247,0.7777777777777778,0.9976063966751099,0.9677454971870072,0.8719080825465156,2,0.11564191397031985,1.0391343832015991
2200,102,18,5,0.7262325956821442,0.5886586604918188,0.75,0.9994304776191711,0.9700770992584934,0.5541999641558403,3,0.08946798870503134,1.7580443620681763
2400,112,18,7,0.930880652427673,0.5820490225147001,0.7307692307692307,0.9992549121379852,0.9699979030048094,0.7965707684026632,2,0.10458717371647883,1.4240745306015015
2600,128,24,9,0.9941022518873215,0.5913034844299133,0.7307692307692307,0.9997177422046661,0.9681663130684152,0.8919567456404008,3,0.11364181735125374,0.9476768970489502
2800,128,24,10,0.7023507688760763,0.6144401262926783,0.7894736842105263,0.9997188150882721,0.979260650822397,0.5704533025966306,2,0.16925690023309065,1.0687576532363892
3000,146,28,12,0.9955643921852112,0.6035306220013433,0.6,0.999864935874939,0.9657805969780913,0.8122929410109943,3,0.05691902544111275,1.4818817377090454
3200,163,28,13,0.9570978609561919,0.5876319297931392,0.8235294117647058,0.9993620812892914,0.9649506536347683,0.9001100211674137,3,0.06291464713473166,0.8408402800559998
3400,163,30,14,0.6440001573562625,0.5955413246679747,0.9230769230769231,0.9983862936496735,0.9689240526823716,0.5765574120288771,2,0.0851928708225304,1.6152323484420776
3600,174,30,15,0.9587494587659837,0.5632217324836432,0.9347826086956522,0.9995749294757843,0.9678353025918112,0.8134459755620107,2,0.14426377987071579,1.0596972703933716
3800,188,32,15,0.9896445306539535,0.5384786781324518,1.0,0.9997743666172028,0.9667465140342303,0.8966681979443829,3,0.06780147927276058,1.0357565879821777
4000,189,32,18,0.7816463706493377,0.5577013071376982,1.0,0.997405618429184,0.9742952132860887,0.568306005761603,2,0.0866831906564156,0.3979549705982208
4200,196,39,18,0.9823259441852571,0.5481197486898179,1.0,0.9992454946041107,0.9626945815710503,0.8023931504683549,2,0.19937053382925368,1.5008481740951538
4400,207,39,20,0.9513629962444308,0.5688997887007654,0.8333333333333334,0.9985348582267761,0.9697991871301432,0.8980969765847754,1,0.206263285537225,1.3097227811813354
4600,207,39,21,0.659487498903275,0.575771270630798,0.6666666666666666,0.9991021454334259,0.963908884157092,0.5464262064089709,3,0.10316637154007476,1.5526832342147827
4800,220,43,23,0.9985221315145493,0.6126685126364403,0.5454545454545454,0.9992327094078064,0.9629660648622541,0.8045306871941971,3,0.19020664094253,1.4689570665359497
5000,236,43,25,1.0,0.6051320829382715,0.16666666666666666,0.9999250173568726,0.9634852160701988,0.9002830016919273,3,0.1163540107168981,1.2209149599075317
5200,236,43,26,0.7097987525463108,0.610639113580648,0.7916666666666666,0.99887815117836,0.9751606654944502,0.5734132882708314,2,0.11696531487964465,0.26706409454345703
5400,247,47,28,0.9970550422906876,0.5917009229284751,0.8260869565217391,0.999772310256958,0.9696331731985398,0.8115052264616884,1,0.18659710251016762,1.0998618602752686
5600,262,47,29,0.9661352784872055,0.5934663455334832,0.9459459459459459,0.9998127222061157,0.9673719869270827,0.9010260540445535,1,0.14953145860552916,0.9370750188827515
5800,263,47,31,0.8318700255870818,0.604676204256562,0.8421052631578947,0.9997644424438477,0.9664693549862238,0.5893324659919389,3,0.09879866887793816,0.7609812617301941
6000,276,47,33,0.9970469673395156,0.5899645417048034,0.8421052631578947,0.9999701380729675,0.9657039769394311,0.8143904329106835,3,0.10930720706083333,1.1621264219284058
6200,285,49,35,0.9823274673938749,0.5827680939414319,0.47368421052631576,0.9997335374355316,0.9650707687156727,0.8918251050793793,2,0.15733617460585286,1.020655870437622
6400,286,49,35,0.7106351838350297,0.5853345257308762,0.5,0.9990602731704712,0.9659818092583192,0.5657626315834221,3,0.07322486706005508,1.3238790035247803
6600,304,52,35,0.9985265914201736,0.5638415183540694,0.6774193548387096,0.9997619688510895,0.9661848684590673,0.8071762991899124,2,0.17101810905430548,1.209912896156311
6800,313,52,36,0.9681409064054489,0.560722629883895,0.7272727272727273,0.9990008771419525,0.9723118574405878,0.8948155197597485,1,0.16652237058781708,1.123604416847229
7000,315,52,36,0.8567690925359724,0.5473107618085793,0.6956521739130435,0.9992135763168335,0.9649979417111361,0.6688704060509367,3,0.10061710141609803,0.7364973425865173
7200,327,52,39,0.9897019853591918,0.5647612634669456,0.4444444444444444,0.9998749494552612,0.965289520273251,0.8370612534746676,3,0.09982158242390546,1.436594009399414
7400,339,52,39,0.9911655650377275,0.574568875263093,0.0,0.9997157752513885,0.9660694747598032,0.9098391975123872,2,0.2031513041557386,0.6814790964126587
7600,340,52,39,0.7561301477432251,0.5535033220146655,0.7391304347826086,0.9990370571613312,0.9798256073980822,0.5675639598607338,2,0.11485829484304971,0.5647750496864319
7800,357,52,41,0.9881755367040633,0.5533038007704657,0.8461538461538461,0.9995214939117432,0.9628980624283415,0.8073482603894772,2,0.09277994936625876,0.9725457429885864
8000,363,52,43,0.9646481325626374,0.5893180660763951,0.8918918918918919,0.9984897971153259,0.964365984079909,0.8959518998799352,2,0.11157423839120562,0.9295477271080017
8200,363,52,45,0.6723598304510126,0.5576822078053825,0.8888888888888888,0.9993477761745453,0.96649328738642,0.5606299326714409,3,0.15185910316485676,1.2750122547149658
8400,374,52,46,0.9852676087856294,0.6229841866060153,0.6470588235294118,0.9991162121295929,0.9620325235484131,0.7853977797175057,2,0.1351125995964996,1.5122259855270386
8600,384,52,48,0.9749489576578136,0.6173720242595359,0.7777777777777778,0.9996843338012695,0.96627095454581,0.8783148416556605,2,0.1871947222548198,0.8466695547103882
8800,384,52,50,0.6827647110223762,0.6196237829283049,0.7777777777777778,0.999509871006012,0.9701533181373899,0.5434737969976503,3,0.06857969461702192,0.49411413073539734
9000,399,52,52,0.9970408245801926,0.6054105259184404,0.8333333333333334,0.9991630613803864,0.9647940129853461,0.799726914207594,2,0.07545647142244243,1.2768107652664185
9200,423,57,53,0.924855421948433,0.577813138989993,0.8947368421052632,0.9997700154781342,0.9712357520381318,0.8906257962174968,3,0.0833981116859785,1.1471863985061646
9400,424,57,54,0.7116398615837093,0.6193406935226669,0.8333333333333334,0.998056173324585,0.9823491512163701,0.561279870690442,3,0.10084984876874441,1.9798537492752075
9600,438,57,55,0.991124992442131,0.6103521960863532,0.9310344827586207,0.9994402825832367,0.9643282760346198,0.812800933605033,3,0.10283379725154228,1.0337212085723877
9800,446,58,57,0.8501639856576921,0.6022523900657353,0.7391304347826086,0.9988618791103363,0.9644803229554515,0.9021345188161436,3,0.06453794641452854,1.303834319114685
10000,446,58,58,0.5585043702363971,0.5759516437402499,0.7391304347826086,0.9992882609367371,0.9973186925897373,0.5480134952375475,3,0.06840093539283541,0.06502118706703186
10200,466,59,59,0.9896353201627731,0.554169260972604,0.4666666666666667,0.9991914927959442,0.9625101176902284,0.8122223922954703,3,0.06833661038413412,0.8484294414520264
10400,479,59,61,0.9822368718862535,0.5595910723986699,0.7368421052631579,0.9999072253704071,0.9619880460904213,0.9004003715877893,3,0.06710970172673036,1.5674047470092773
10600,482,59,62,0.9090490369558333,0.5619285431476203,0.8260869565217391,0.9993862807750702,0.9632904124509043,0.6492887586365849,3,0.1092079322645453,0.35154491662979126
10800,488,59,63,0.9647396841526031,0.5732501043126008,0.9428571428571428,0.9987498819828033,0.9620754819729143,0.8293809933524093,2,0.12673893981140566,1.18153977394104
11000,504,59,65,0.9866968146324158,0.6128066917869871,0.9393939393939394,0.9987748861312866,0.9614530393280794,0.9019627312337963,2,0.19139661745968825,1.4355323314666748
11200,504,59,67,0.6932378711938854,0.6093576108680079,0.9583333333333334,0.9994271993637085,0.9980287250827867,0.5639919780701419,3,0.0611696870558105,0.18133670091629028
11400,517,59,68,0.9188011731386191,0.6036943162933635,0.8333333333333334,0.9988034665584564,0.9649211544145107,0.8146989742631345,2,0.0678679944340992,1.0464307069778442
11600,537,59,69,0.9660373490333558,0.59055143179436,0.7142857142857143,0.9989388585090637,0.9653767959040849,0.8875557506462078,2,0.13278171311110476,1.019667625427246
11800,537,65,72,0.6224741219520565,0.581464440186163,0.5555555555555556,0.9992842972278595,0.9853959094536662,0.5558631542527848,3,0.06068826121315839,1.3717544078826904
12000,551,67,72,0.9705475711822508,0.5697111517386494,0.375,0.9990865588188171,0.9632727541054608,0.8125044565271348,2,0.13022857665204635,1.0990926027297974
12200,565,67,72,0.9985299776554107,0.5737865749252886,0.23076923076923078,0.9993189573287964,0.9643381757234064,0.902734151595598,2,0.1393458980966381,1.5878387689590454
12400,568,67,73,0.7387380265712737,0.5795483066947278,0.6,0.9987261891365051,0.9698406916155266,0.5764201830128671,3,0.04857321063351793,0.612134575843811
12600,577,67,74,0.9264242738723754,0.5844702431161218,0.7666666666666667,0.9991717338562012,0.9646359987499962,0.8162079850981857,3,0.10975950184234706,1.6231369972229004
12800,592,67,75,0.9690180643796918,0.5944271182002459,0.7419354838709677,0.999748021364212,0.9677263646831666,0.9064769354041335,3,0.0856231148576209,1.300042748451233
13000,592,67,76,0.6778866013050081,0.5920445225713121,0.6551724137931034,0.9988241195678711,0.9706165851918228,0.5873964440115848,3,0.11000101419733752,0.8552259802818298
13200,606,67,76,1.0,0.6070071243565548,0.5,0.9997722208499908,0.9627764918516009,0.8308242540779808,1,0.29632116009419507,0.9566382169723511
13400,620,69,78,0.9734552539825438,0.6153293776814364,0.7142857142857143,0.9996908605098724,0.9648890687057923,0.9003117205091508,2,0.13473436767466124,1.1970199346542358
13600,620,69,80,0.6817833784341811,0.5831880937732139,0.7142857142857143,0.9998450875282288,0.9677664989210348,0.5570067874933764,3,0.07938074186277405,0.22316138446331024
13800,633,72,81,0.9216338870048525,0.5854839683484009,0.0,0.999435544013977,0.9642725232393707,0.8042373790149703,2,0.10751492433833341,1.5511645078659058
14000,650,72,81,0.9955827896356583,0.5667518903699142,0.0,0.9998956620693207,0.9656199711986044,0.8916178852036633,3,0.1554181971430435,0.8334835171699524
14200,652,72,82,0.7689446787595744,0.5654894917851283,0.8095238095238095,0.999028354883194,0.9696351183304911,0.6076639489118276,3,0.0753521567988611,0.5355048775672913
14400,661,72,83,0.9970520842790604,0.6063952311133023,0.782608695652174,0.9992894232273102,0.9652720610933176,0.8240726491895426,3,0.13542884786032078,1.244972825050354
14600,674,72,84,0.9866864226818085,0.5962522363786107,0.9,0.999543309211731,0.9646963647498017,0.9042051957010122,3,0.12170983300019247,1.512790560722351
14800,675,72,86,0.7115363602876662,0.6056018086393055,0.7,0.9994852244853973,0.9783450003490337,0.5775647618606666,3,0.0656333490822894,1.2805085182189941
15000,693,72,88,0.9542701922416688,0.5806170018070573,0.7272727272727273,0.9985243678092957,0.9724322802052557,0.8210376970658682,2,0.13286434039757533,1.1571040153503418
