t,cum_eats,cum_danger,cum_awakenings,energy,mirror,awareness_idx,continuity,presence,collapse,closure_depth,self_pe,world_pe
3000,149,46,10,1.0,0.5778006201453482,0.6842105263157895,0.9998561143875122,0.9643610702306189,0.8212280080465681,3,0.1926514891664654,1.047385811805725
3200,159,47,11,1.0,0.5833918306266228,0.76,0.9998851418495178,0.9629094780172477,0.9087208331260432,2,0.17225527035286617,1.1133613586425781
3400,161,47,13,0.8985516449928284,0.5802652872725821,0.7307692307692307,0.9995264112949371,0.9665152880591135,0.6068710546380066,3,0.061741547917617524,0.07354539632797241
3600,174,47,13,0.9748478823661805,0.5472077307814847,0.8518518518518519,0.9996733963489532,0.9635779348055038,0.8115431750172382,3,0.11895008945127306,1.0422788858413696
3800,196,51,13,0.9837018931627274,0.519800857956729,0.47058823529411764,0.9993334412574768,0.9668673146266391,0.8956950894703428,1,0.17541011209490623,1.3127385377883911
4000,196,51,13,0.6901558325767517,0.5213001597663239,0.5,0.9998027682304382,0.9682272924972389,0.5654205969624014,3,0.042768990334070014,0.4095049202442169
4200,213,51,13,0.9807699230670928,0.5210304997357523,0.7619047619047619,0.9996464252471924,0.9697847376704435,0.8050116936606704,3,0.16556881237510299,1.2149128913879395
4400,226,51,14,0.9704195506334307,0.5577278885312001,1.0,0.9995073676109314,0.9653252062325773,0.8969532950444552,2,0.12718208217328555,0.9167485237121582
4600,226,51,15,0.6778323052406322,0.5625498638689739,1.0,0.9997393488883972,0.9651314243956134,0.5610292078043444,3,0.22121494297691036,0.4430236220359802
4800,237,51,15,0.913038066267967,0.5492907881815191,0.967741935483871,0.9994374215602875,0.9692994205295846,0.8095797464310762,3,0.2502270087517253,1.511437177658081
5000,254,53,16,1.0,0.5586354975729833,0.8620689655172413,0.9999103546142578,0.9631324387422361,0.8931180218592096,2,0.20087373626252664,1.2056642770767212
5200,255,53,16,0.7096084716320041,0.5535534585338693,0.6666666666666666,0.9995534718036652,0.9653494927457327,0.5777140331235486,3,0.10962887855138959,0.0912051573395729
5400,265,53,17,1.0,0.5898701296558919,0.8333333333333334,0.9997201859951019,0.9672676204632021,0.8068478137586828,1,0.2212676717411097,0.8838477730751038
5600,276,53,18,0.994134153866768,0.5760477059731512,0.8823529411764706,0.9995226562023163,0.9648402653143715,0.894153570206989,3,0.19631933569403523,1.1476317644119263
5800,280,53,19,0.9485366701364517,0.5649592959622025,0.7894736842105263,0.9991366267204285,0.9671059061633986,0.5519136388590841,3,0.07637716444006024,0.3089050352573395
6000,292,53,20,0.9808110476970672,0.5832798434586047,0.5294117647058824,0.9994626045227051,0.9621962979520173,0.7967694956477787,2,0.17478848383362397,0.9351080060005188
6200,309,61,20,0.9733489096164702,0.5953328920350468,0.47368421052631576,0.9998123645782471,0.9671878205216202,0.8917161777336903,3,0.08414254313409,1.386731505393982
6400,310,61,21,0.7252595153570164,0.608056273335573,0.9142857142857143,0.9978967905044556,0.9677837138259904,0.5531532244914408,2,0.16710265753527687,0.2703665494918823
6600,320,61,21,0.9187381529569626,0.5479008886230813,0.8518518518518519,0.9997356832027435,0.9640745760295173,0.7988657976059064,3,0.05706084406024864,1.2422608137130737
6800,339,61,23,0.9778924649715425,0.567933891795352,0.9428571428571428,0.9992102384567261,0.9675927637940821,0.8831602988128762,1,0.21511428973788313,0.9734527468681335
7000,339,61,24,0.7037124047994613,0.5761205090717546,0.8260869565217391,0.9989937841892242,0.9637362632223657,0.5447108574229715,3,0.06782615246386213,1.0641093254089355
7200,349,67,26,0.9348948841333389,0.5587353482093003,0.8888888888888888,0.9987775385379791,0.9661202936337357,0.7892134175482035,3,0.12957324858735086,0.8856622576713562
7400,365,67,28,0.9764161718368529,0.5705437626704248,0.7,0.999948114156723,0.9653400378963196,0.8848450986240975,3,0.11397836091559285,1.5917009115219116
7600,367,67,30,0.8619238563776016,0.5834463992270746,0.7666666666666667,0.9996775388717651,0.9680029343251975,0.562713680273437,3,0.04541873332643245,0.9279916882514954
7800,388,67,31,0.9970464654445648,0.5505209397150339,0.8444444444444444,0.999842494726181,0.9642358221361955,0.8153802018991637,2,0.24726713064048875,1.1846232414245605
8000,401,67,33,1.0,0.550788589325398,0.8444444444444444,0.9998030960559845,0.9643726542760531,0.8987698769212196,3,0.0961642322129703,1.0703957080841064
8200,403,67,33,0.960293440771103,0.559644619725614,0.9090909090909091,0.999957799911499,0.9721264620120762,0.6012896120271072,3,0.11343286719338849,0.4328450858592987
8400,420,67,33,0.9955667536020278,0.5317971852648951,0.7692307692307693,0.999768853187561,0.9631734884608508,0.8214188112971902,3,0.1355861548481176,1.093503713607788
8600,431,67,35,0.9852180371284486,0.5616609202794396,0.8787878787878788,0.9996776580810547,0.964530341079934,0.8947306624358871,2,0.15154843853228295,1.0866799354553223
8800,432,67,35,0.7560792627811426,0.5874006213524383,0.8181818181818182,0.9978162348270416,0.9668613946594624,0.5726102563965071,3,0.16464219617865897,0.1677294224500656
9000,443,69,37,0.9867174370288848,0.5801602923086949,0.9,0.9994641542434692,0.9673956597814573,0.804596547082196,3,0.12705628886277592,1.3529047966003418
9200,461,69,38,0.9955776130437851,0.6163039879776111,0.6666666666666666,0.9995753765106201,0.966164558780015,0.8848944281124351,2,0.27710032901709725,1.5723203420639038
9400,462,69,39,0.9558734190940855,0.6059329331842317,0.4666666666666667,0.9997033476829529,0.9731636014485198,0.5804105153981376,3,0.06884345051172684,0.6349225044250488
9600,473,69,40,0.9553540536880495,0.607143129140231,0.7241379310344828,0.9990285933017731,0.9668780561830961,0.8011740738142129,2,0.1820033469947132,0.9427780508995056
9800,479,69,42,0.9572649401903155,0.6001806591296381,0.8,0.9985140562057495,0.9711856922042332,0.8977554884778057,2,0.2109523481571002,1.2903529405593872
10000,479,69,43,0.6640738451480874,0.582164272684274,0.8235294117647058,0.9993679821491241,0.9738685310274843,0.5632030008823051,3,0.08398812346084612,0.4781147837638855
10200,490,71,44,0.9719879950284959,0.6008130224674935,0.75,0.9988252818584442,0.9677231813742662,0.7919583429191535,2,0.2071937161315176,1.0815335512161255
10400,506,71,47,0.9955723824501037,0.6071133236842734,0.72,0.9998503029346466,0.9658088948271326,0.8894901706150387,3,0.12847068377973675,1.4088225364685059
10600,508,71,48,0.7229581875324246,0.6289088763302395,0.8372093023255814,0.9991834759712219,0.967177769007371,0.5722059087945637,3,0.09301451980280083,0.8846923112869263
10800,527,73,49,1.0,0.6150989561485937,0.8181818181818182,0.9998857080936432,0.9624581743798836,0.806285648838809,3,0.07359217284273514,1.0772618055343628
11000,532,73,50,0.9245924902677538,0.5854356859395029,0.9722222222222222,0.9998810291290283,0.9657934713823036,0.8913936394715081,3,0.082204917511385,1.3330841064453125
11200,534,73,50,0.7150017295598985,0.5485028536357518,0.9444444444444444,0.9996710419654846,0.9679273825344247,0.5633762156316005,3,0.05533417177876697,0.8687792420387268
11400,546,73,50,0.9985262716293335,0.5302878719854094,0.9375,0.9994061589241028,0.962247207074972,0.8009650596829982,3,0.13448247976150818,1.4489773511886597
11600,564,73,50,0.9733826808452606,0.5475163281160511,0.8,0.9996919333934784,0.9682414307736351,0.8953882166039271,3,0.16649057058012087,1.408453345298767
11800,565,73,50,0.8029928205966949,0.5651927770442394,0.9056603773584906,0.9990854859352112,0.9669386965450033,0.5988990576131363,3,0.12171808283687839,0.17544375360012054
12000,576,73,50,0.9362869589090347,0.5408857962529892,0.8846153846153846,0.9991274774074554,0.9746184187317397,0.8185673903797112,3,0.084168702158738,1.3338812589645386
12200,588,73,52,1.0,0.5584245525331673,0.9512195121951219,0.9995313882827759,0.9702649463314146,0.8980241797732045,3,0.13639497069604925,0.9510012865066528
12400,588,73,54,0.707557299351692,0.563414418230452,0.8571428571428571,0.998838871717453,0.9674227955876069,0.5967481382611445,3,0.06379107320272837,1.3707395792007446
12600,606,73,55,1.0,0.579411368315274,1.0,0.9998074471950531,0.9651165311268266,0.8207069356416649,3,0.059260380683781234,1.367879867553711
12800,616,74,57,1.0,0.581458292862223,1.0,0.9999037981033325,0.9619271782719259,0.9071321575794253,3,0.19941738931634734,1.6846017837524414
13000,617,74,58,0.8024940586805346,0.5852762830687565,1.0,0.9996965527534485,0.965136945002071,0.5586147213110997,3,0.14106368204149672,0.39449241757392883
13200,624,78,59,0.916076221227646,0.5548042859080504,1.0,0.9987225532531738,0.9692985399036176,0.801637353409539,2,0.21426239384425594,1.3171378374099731
13400,636,78,60,0.9764375411033631,0.5565183116822362,0.7727272727272727,0.9977042078971863,0.9673037516022743,0.8865953174227121,1,0.39210528483066753,1.0090826749801636
13600,636,78,62,0.6833607681035992,0.5707940366472223,0.8076923076923077,0.9979200661182404,0.9649910288673507,0.5533437139016077,3,0.1335460499495755,0.3266879916191101
13800,650,78,63,0.9911586567401885,0.5525919781841323,0.84375,0.9986305236816406,0.9656975598628963,0.8002827898013047,3,0.22563085920157272,0.8034831285476685
14000,663,78,65,0.9573244395971297,0.5749412712127983,0.9444444444444444,0.9993129670619965,0.9703020982897032,0.8806437024619789,3,0.21373929836350303,1.2579853534698486
14200,664,78,67,0.7480838987112044,0.5695876706737671,0.9285714285714286,0.9987496137619019,0.9733743929442605,0.5423667967298335,3,0.05331935304355444,1.1515651941299438
14400,683,78,67,0.9940942422389984,0.5824554677587563,0.8181818181818182,0.9997817277908325,0.9636273525062273,0.7965911192206384,3,0.1624986551163508,1.1481316089630127
14600,698,79,68,0.980770989727974,0.5861644422967682,0.4,0.9997614026069641,0.9618683684107648,0.8905138574892926,3,0.1285188934089912,0.8831371665000916
14800,699,79,69,0.8614418624877926,0.5915739677323805,0.9090909090909091,0.9962959885597229,0.964023604878467,0.599264871780829,2,0.1961802639568357,0.356376051902771
15000,712,79,71,0.9911373472690581,0.5954238741132317,0.9032258064516129,0.999420166015625,0.968849522201238,0.8064468376589782,3,0.15789565709365622,1.3556746244430542
