t,cum_eats,cum_danger,cum_awakenings,energy,mirror,awareness_idx,continuity,presence,collapse,closure_depth,self_pe,world_pe
200,9,5,0,0.9745695863723753,0.5,0.0,0.9973741173744202,0.31971107721569375,0.4044887930701131,2,0.07493822128719099,0.7874541282653809
400,9,5,0,0.6802289210796348,0.5306588956142755,1.0,0.9995415806770325,0.9802463745982223,0.38984846409062607,3,0.06689472988420309,1.505051612854004
600,17,6,0,0.8954397345542907,0.5327644432767024,1.0,0.9998003840446472,0.9655121043346675,0.7469757749154793,3,0.05939492155284757,0.8487676382064819
800,31,7,3,0.9867080205440522,0.5612894052067647,0.6,0.9998869597911835,0.9669865597289461,0.8681008806420368,3,0.16190613315616112,0.9757483005523682
1000,31,7,4,0.694788301801682,0.5781256854237056,0.9090909090909091,0.9978048801422119,0.9643156268223664,0.5615868004630661,2,0.08219545268176634,0.20292448997497559
1200,48,9,5,1.0,0.5748258984354764,0.9090909090909091,0.9995384216308594,0.9669182973774464,0.8050660984238299,2,0.21583891267755426,1.249216914176941
1400,66,10,5,0.9985256928443909,0.5414729327668515,0.9545454545454546,0.9994843602180481,0.9636549389453729,0.8998614349667824,2,0.16201482865311811,1.2685215473175049
1600,70,10,6,0.9955627624034882,0.5633700080502474,0.5,0.9996595084667206,0.9730566339609362,0.6016761385483133,3,0.09771880225732997,1.446015477180481
1800,90,15,7,0.9970379096984863,0.5841634715521623,0.6956521739130435,0.9998887181282043,0.9637661995325216,0.8083268453492184,3,0.1283477564790422,1.2097738981246948
2000,106,15,8,0.9911460374832152,0.5933814171962315,0.6666666666666666,0.9997042417526245,0.9626645276701622,0.8982368784202914,3,0.2026068606481929,1.3006941080093384
2200,106,15,9,0.6988149258136749,0.5840032465171341,0.7916666666666666,0.9983851909637451,0.9703327408594515,0.5929939449234903,3,0.07592617821066817,1.1245261430740356
2400,116,16,11,0.9192865239858633,0.5629245971048932,0.7894736842105263,0.9996846914291382,0.9642240158649538,0.8144405012069158,2,0.09083953788587601,1.2402944564819336
2600,130,16,12,1.0,0.5675521960873979,0.8333333333333334,0.9999535977840424,0.9679312364811815,0.867268799164786,2,0.1256388248778481,1.5727362632751465
2800,131,21,14,0.6623606528997416,0.617357997229051,0.8695652173913043,0.9997228682041168,0.9729956130693417,0.5560201038144247,3,0.08507452026564553,0.1893008053302765
3000,152,24,16,0.9866579355478288,0.5837060002113186,0.7407407407407407,0.9996129274368286,0.9651396347332799,0.7971978761674744,2,0.1684546029274962,1.3331607580184937
