t,cum_eats,cum_danger,cum_awakenings,energy,mirror,awareness_idx,continuity,presence,collapse,closure_depth,self_pe,world_pe
3600,170,30,16,0.9808628711223604,0.5764528906915944,0.8666666666666667,0.9984707236289978,0.9678469548542982,0.8077809207303691,2,0.1553566453634585,0.9137188792228699
3800,185,30,17,0.9867520825862884,0.5816016707139189,0.8,0.9991409480571747,0.9628559704833353,0.9006383140181664,3,0.16933006649163965,1.1239436864852905
4000,186,30,17,0.916664754462242,0.5473579422387458,0.8,0.9991360008716583,0.9664536984817724,0.6239464597176833,2,0.22392002207519107,0.05290874466300011
4200,202,30,19,0.9970461493015289,0.5584272225069544,0.6,0.9998651742935181,0.9656173237636763,0.824209384180797,3,0.10459569627284314,1.1895078420639038
4400,216,31,19,0.9542348663330079,0.593290781595618,0.8235294117647058,0.9998674988746643,0.9680458637799668,0.9015574044275878,3,0.16021698684899255,1.027933120727539
4600,216,31,19,0.6628852608442298,0.5867258245246557,0.88,0.9995916485786438,0.9687317067296229,0.5535330383202438,2,0.13508216425445865,0.4187333583831787
4800,228,31,19,0.9688720300436022,0.5490069922992094,0.8387096774193549,0.9996514320373535,0.9639085219938119,0.8057766774502809,3,0.07974299315526781,1.2717499732971191
5000,238,31,19,0.9617404120683667,0.5342610556777974,0.896551724137931,0.9994132220745087,0.9635740044261026,0.895615648689795,2,0.1538600214848263,0.9055292010307312
5200,238,31,21,0.6697663589239116,0.5787364023033404,0.8695652173913043,0.9995029270648956,0.9785641915624879,0.5443286501970274,3,0.08035801552017027,0.3165195882320404
5400,253,31,23,0.9881550047874451,0.5916657571363944,0.9166666666666666,0.9993655681610107,0.9636054868766954,0.8055618069307032,3,0.20648760402787164,1.4164154529571533
5600,267,31,25,0.9902151385545731,0.5666375437307587,0.9375,0.998800128698349,0.9624347279250011,0.8902952967647506,3,0.22185801643843944,0.7413501739501953
5800,267,31,27,0.6979518555879589,0.5903050178439796,0.9375,0.9990856051445007,0.9756773899681516,0.5590350697073591,3,0.06813933090452877,0.36057940125465393
6000,287,31,28,0.9881577246904373,0.5936468377898986,1.0,0.9992324709892273,0.9638437217524211,0.8082710479559415,3,0.18777797316374487,1.115362286567688
6200,306,31,30,1.0,0.6068093393808189,1.0,0.9999262094497681,0.9653491078531955,0.889705804602621,3,0.06881498051536734,1.5278606414794922
6400,307,31,31,0.7349581964015962,0.6005089226433238,1.0,0.998464047908783,0.9677025122615158,0.5956417014645035,3,0.09620996807838361,0.2439669817686081
6600,324,31,32,0.9822747809410095,0.6017350292011956,0.7857142857142857,0.9993344247341156,0.9618569797834134,0.8163711637404021,3,0.19027127890296397,0.9053394198417664
6800,332,31,33,0.9572873219013215,0.6045507584297773,0.7586206896551724,0.9996280372142792,0.9621029962300183,0.8990492962850004,2,0.17549041062454493,0.9723537564277649
7000,332,31,34,0.6647616586685183,0.5939768068317827,0.36363636363636365,0.9988424181938171,0.9690243269106846,0.5585776601504858,3,0.06948983415271441,0.6324849128723145
7200,356,31,35,0.9911349166154863,0.5946553798858509,0.8421052631578947,0.999188631772995,0.9696732347905982,0.8076165339742041,3,0.21425695009062962,1.3836004734039307
7400,371,38,35,0.8847305555105205,0.6182390668440559,0.8,0.9999267160892487,0.9647819367378608,0.9078342630823866,3,0.1499095857817254,1.590693712234497
7600,373,38,36,0.8654457328557973,0.5979532520022074,0.8235294117647058,0.9997904002666473,0.9674099802898761,0.6675606749519821,3,0.06808026750106931,0.28085553646087646
7800,385,38,37,0.9985213099718094,0.6313505771155868,0.967741935483871,0.9994319677352905,0.9677318951138281,0.8271124120485692,3,0.13224534881531305,1.2067323923110962
8000,400,44,38,0.9015958864212036,0.6327192915059177,0.9024390243902439,0.9998362064361572,0.9653147224633082,0.8944458919461036,3,0.1960389002126199,0.9791722297668457
8200,400,44,40,0.6086283973455423,0.6335154080773604,0.875,0.9996753036975861,0.9645830135741378,0.572275772063533,3,0.11162664620165318,0.842683732509613
8400,424,49,40,0.9985220700740814,0.5865366700329182,0.7083333333333334,0.999290406703949,0.9661404680126613,0.8107334786587173,2,0.12308514769271614,0.6901038289070129
8600,444,50,41,0.9926030927419662,0.6028450101859795,0.7692307692307693,0.999947726726532,0.9680762788791097,0.8866759578440814,3,0.15999858697494457,1.296180009841919
8800,444,50,41,0.7001706140995025,0.5949717699383603,0.8571428571428571,0.999104917049408,0.9770951100200844,0.5807181662015785,3,0.17827396354026148,1.204318881034851
9000,456,50,42,0.997046546125412,0.5800305297518348,1.0,0.9997668564319611,0.970840623403939,0.8076929431469395,3,0.1698882708513502,1.4515602588653564
9200,466,50,43,0.9955839967727661,0.5806282250455348,0.8571428571428571,0.9991714358329773,0.962349015820329,0.8965004064210349,1,0.3998103180961954,0.8627369403839111
9400,466,50,46,0.7018025779962547,0.5788426393404462,0.8421052631578947,0.999399334192276,0.9691269968163385,0.5479828210288533,3,0.04649532329794755,1.324439525604248
9600,487,50,46,1.0,0.5718359406255723,0.7,0.9999206960201263,0.973541614217967,0.7955482249045074,3,0.08794292446923732,1.6189758777618408
9800,496,50,47,0.9661415580749514,0.5750700081917184,1.0,0.9997887313365936,0.9645794674470922,0.8996159385254053,1,0.2679820426322474,1.2465938329696655
10000,496,50,50,0.6752243439912793,0.5645480693649652,0.9285714285714286,0.9990750253200531,0.9704884086703018,0.5816199927297673,3,0.11571804042392353,0.8204484581947327
10200,511,50,50,1.0,0.5443633955158963,0.9142857142857143,0.999547153711319,0.9642596487564034,0.8171074469954243,2,0.18551522574478654,1.010697603225708
10400,522,50,52,0.9306957777023316,0.5597891760153271,0.5294117647058824,0.9986386597156525,0.966178009094553,0.8979099184798359,3,0.18250803462801943,0.9307872653007507
10600,524,50,52,0.9294151322603225,0.5719233560114417,0.6,0.9992383122444153,0.963811403589702,0.634001724366708,3,0.09078791314206305,0.15307946503162384
10800,538,53,52,1.0,0.5644436231062621,0.8666666666666667,0.9994871318340302,0.9696908357632651,0.8243603094330357,2,0.1430169139487259,1.7257661819458008
11000,553,53,53,1.0,0.558846110847659,0.967741935483871,0.9998399019241333,0.9701491640933535,0.9129291686557716,3,0.22890612217651476,1.231247901916504
11200,553,53,53,0.7083140793323528,0.5713694812594634,0.9696969696969697,0.9977352619171143,0.9656031445425673,0.5677431812618974,3,0.15775136530502423,1.2113966941833496
11400,570,53,54,1.0,0.5713410064250833,0.9473684210526315,0.9996128678321838,0.962733818574435,0.8117976885266499,3,0.22986752341133376,1.4405092000961304
11600,578,62,55,0.9941205007076263,0.5788119790563757,0.9130434782608695,0.9990568161010742,0.9637059181263485,0.8991250467164422,3,0.20483157727030799,0.9256923198699951
11800,578,62,56,0.7019008252382277,0.588638069508993,0.967741935483871,0.999721884727478,0.9969161881716813,0.5593791922095306,3,0.12356181795003594,1.359749436378479
12000,595,62,57,1.0,0.5773778293925571,0.875,0.9997043609619141,0.9639240951889574,0.8103033478009234,3,0.10014048644727973,1.1355795860290527
12200,601,62,59,0.9321629654169084,0.5628788255882713,0.8333333333333334,0.9997053742408752,0.9664093987546666,0.8765335191045576,3,0.08168496457521539,1.2708247900009155
12400,602,67,59,0.7988881450891487,0.5236656164881153,0.6428571428571429,0.9995351433753967,0.99575545977407,0.5999153233033787,3,0.05312108047248326,1.19498872756958
12600,616,67,59,0.9837139189720154,0.540653833927768,0.5625,0.999559074640274,0.9644429957631533,0.8188573504979232,2,0.16410833256900492,1.1288319826126099
12800,632,67,60,0.9734809207201003,0.5563056434039346,0.625,0.999563068151474,0.9664322265733476,0.9032444659772498,2,0.2184738311811976,0.6396269202232361
13000,635,67,61,0.9600507794618607,0.5707672988390948,0.64,0.9995250701904297,0.9560207451403374,0.6348413201002229,3,0.10378028412804369,1.7131309509277344
13200,650,67,61,0.9645239796876908,0.5481176791693811,0.85,0.9974121153354645,0.9659265657782069,0.8377218468709717,1,0.30991872948219257,1.3497846126556396
13400,658,67,62,0.9601103207111359,0.5678843714500419,0.8571428571428571,0.9991394281387329,0.9676193125719387,0.8946612875558272,2,0.19143196250186048,1.253259301185608
13600,658,67,63,0.6662710680007936,0.5758810790790847,1.0,0.9995023608207703,0.9766569246959229,0.5612489804758902,2,0.2608548365582872,0.8239626884460449
13800,671,67,64,0.9762691208362579,0.5783186166098416,0.9032258064516129,0.9996189475059509,0.971464434925801,0.800460916119492,2,0.19259454850778912,1.1805709600448608
14000,688,67,66,0.9911394628524779,0.586137717072464,0.875,0.9999223053455353,0.9645263044226814,0.8944273078516816,3,0.1265240482729996,0.9832056164741516
14200,688,67,67,0.7136583904981616,0.5717018565513365,0.8571428571428571,0.9992864727973938,0.9673742099572663,0.5726266002714511,3,0.14709402578602587,0.11653588712215424
14400,714,67,67,0.9704590029239655,0.5458139047341334,0.9473684210526315,0.9985893964767456,0.9638677915085575,0.8212816957292841,1,0.28284922563956155,1.2841907739639282
14600,727,67,69,0.9010222724199297,0.5719047358049014,0.9,0.9995582401752472,0.9650190178026171,0.8898090352102227,3,0.2221339040730406,1.5900660753250122
14800,729,67,70,0.8571808089733122,0.5877161185924908,0.8518518518518519,0.9995711743831635,0.9647363662385846,0.5727626058824731,3,0.17639270853530975,0.5489152073860168
15000,745,67,71,1.0,0.6044184858648878,0.5833333333333334,0.9998725652694702,0.9688847695438071,0.8187248449820594,3,0.27704617087157624,1.3396246433258057
